school,close_contact,positive_case,suspected_case,total,date,cluster
Sycamore ES,12.0,3.0,0.0,15,1/8/2021,Lanier
Taylor ES,9.0,3.0,0.0,12,1/8/2021,Collins Hill
Trickum MS,17.0,9.0,2.0,28,1/8/2021,Parkview
Trip ES,8.0,2.0,1.0,11,1/8/2021,Grayson
Twin Rivers MS,5.0,6.0,0.0,11,1/8/2021,Mountain View
White Oak ES,2.0,0.0,0.0,2,1/8/2021,Lanier
Winn Holt ES,4.0,1.0,0.0,5,1/8/2021,Central Gwinnett
Woodward Mill ES,0.0,1.0,0.0,1,1/8/2021,Mountain View
Alford ES,1.0,1.0,0.0,2,2/8/2021,Discovery
Annistown ES,4.0,0.0,0.0,4,2/8/2021,Shiloh
Archer HS,4.0,0.0,1.0,5,2/8/2021,Archer
Baggett ES,4.0,0.0,1.0,5,2/8/2021,Discovery
Baldwin ES,1.0,0.0,0.0,1,2/8/2021,Norcross
Bay Creek MS,3.0,0.0,0.0,3,2/8/2021,Grayson
Benefield ES,9.0,0.0,0.0,9,2/8/2021,Discovery
Berkeley Lake ES,0.0,1.0,0.0,1,2/8/2021,Duluth
Berkmar HS,1.0,1.0,0.0,2,2/8/2021,Berkmar
Berkmar MS,25.0,0.0,2.0,27,2/8/2021,Berkmar
Bethesda ES,19.0,0.0,1.0,20,2/8/2021,Berkmar
Brookwood HS,13.0,1.0,0.0,14,2/8/2021,Brookwood
Burnette ES,0.0,0.0,1.0,1,2/8/2021,North Gwinnett
Cedar Hill ES,7.0,1.0,0.0,8,2/8/2021,Discovery
Centerville ES,0.0,1.0,0.0,1,2/8/2021,Shiloh
Chattahoochee ES,3.0,0.0,0.0,3,2/8/2021,Duluth
Chesney ES,6.0,0.0,0.0,6,2/8/2021,Duluth
Coleman MS,1.0,0.0,0.0,1,2/8/2021,Duluth
Collins Hill HS,1.0,0.0,0.0,1,2/8/2021,Collins Hill
Cooper ES,13.0,0.0,1.0,14,2/8/2021,Archer
Corley ES,18.0,1.0,0.0,19,2/8/2021,Berkmar
Couch MS,2.0,0.0,0.0,2,2/8/2021,Grayson
Craig ES,30.0,2.0,0.0,32,2/8/2021,Brookwood
Creekland MS,1.0,0.0,0.0,1,2/8/2021,Collins Hill
Dacula HS,2.0,1.0,2.0,5,2/8/2021,Dacula
Dacula MS,8.0,1.0,0.0,9,2/8/2021,Dacula
Duluth HS,1.0,0.0,0.0,1,2/8/2021,Duluth
Duluth MS,4.0,1.0,1.0,6,2/8/2021,Duluth
Duncan Creek ES,13.0,1.0,0.0,14,2/8/2021,Mill Creek
Dyer ES,20.0,1.0,2.0,23,2/8/2021,Mountain View
Ferguson ES,1.0,0.0,0.0,1,2/8/2021,Meadowcreek
Five Forks MS,1.0,0.0,0.0,1,2/8/2021,Brookwood
Fort Daniel ES,1.0,0.0,0.0,1,2/8/2021,Mill Creek
GIVE East,0.0,0.0,1.0,1,2/8/2021,Other
Grayson ES,7.0,0.0,0.0,7,2/8/2021,Grayson
Grayson HS,10.0,2.0,0.0,12,2/8/2021,Grayson
Gwin Oaks ES,2.0,0.0,0.0,2,2/8/2021,Brookwood
Harbins ES,2.0,0.0,0.0,2,2/8/2021,Archer
Hopkins ES,1.0,0.0,0.0,1,2/8/2021,Berkmar
International Transition Center,0.0,1.0,0.0,1,2/8/2021,Other
Ivy Creek ES,2.0,1.0,0.0,3,2/8/2021,Mill Creek
Jackson ES,11.0,2.0,0.0,13,2/8/2021,Peachtree Ridge
Jones MS,2.0,1.0,0.0,3,2/8/2021,Mill Creek
Knight ES,10.0,0.0,1.0,11,2/8/2021,Parkview
Lanier HS,1.0,0.0,0.0,1,2/8/2021,Lanier
Lawrenceville ES,0.0,2.0,0.0,2,2/8/2021,Central Gwinnett
Level Creek ES,1.0,0.0,0.0,1,2/8/2021,North Gwinnett
Lilburn MS,1.0,0.0,0.0,1,2/8/2021,Meadowcreek
Lovin ES,1.0,0.0,1.0,2,2/8/2021,Archer
Magill ES,5.0,0.0,1.0,6,2/8/2021,South Gwinnett
Mason ES,1.0,0.0,1.0,2,2/8/2021,Peachtree Ridge
McClure Health Science HS,4.0,0.0,0.0,4,2/8/2021,Meadowcreek
McConnell MS,4.0,1.0,0.0,5,2/8/2021,Archer Cluster
McKendree ES,2.0,0.0,0.0,2,2/8/2021,Collins Hill
Meadowcreek HS,5.0,0.0,1.0,6,2/8/2021,Meadowcreek
Mill Creek HS,2.0,0.0,0.0,2,2/8/2021,Mill Creek
Minor ES,3.0,0.0,0.0,3,2/8/2021,Berkmar
Mountain View HS,7.0,0.0,1.0,8,2/8/2021,Mountain View
Mulberry ES,5.0,0.0,1.0,6,2/8/2021,Dacula
Norcross ES,17.0,1.0,1.0,19,2/8/2021,Norcross
Norcross HS,2.0,0.0,0.0,2,2/8/2021,Norcross
North Gwinnett HS,14.0,2.0,0.0,16,2/8/2021,North Gwinnett
Northbrook MS,0.0,1.0,0.0,1,2/8/2021,Peachtree Ridge
Parkview HS,3.0,0.0,2.0,5,2/8/2021,Parkview
Partee ES,15.0,2.0,1.0,18,2/8/2021,Shiloh
Peachtree Ridge HS,1.0,1.0,3.0,5,2/8/2021,Peachtree Ridge
Pinckneyville MS,30.0,3.0,2.0,35,2/8/2021,Norcross
Puckett's Mill ES,4.0,0.0,0.0,4,2/8/2021,Mill Creek
Radloff MS,26.0,2.0,0.0,28,2/8/2021,Meadowcreek
Richards MS,1.0,0.0,0.0,1,2/8/2021,Discovery
Shiloh ES,4.0,1.0,0.0,5,2/8/2021,Shiloh
Shiloh HS,1.0,0.0,0.0,1,2/8/2021,Shiloh
Shiloh MS,3.0,0.0,0.0,3,2/8/2021,Shiloh
Simonton ES,1.0,1.0,0.0,2,2/8/2021,Central Gwinnett
Simpson ES,2.0,0.0,0.0,2,2/8/2021,Norcross
Starling ES,11.0,1.0,0.0,12,2/8/2021,Grayson
Stripling ES,1.0,0.0,0.0,1,2/8/2021,Norcross
Sugar Hill ES,2.0,1.0,0.0,3,2/8/2021,Lanier
Summerour MS,11.0,0.0,0.0,11,2/8/2021,Norcross
Sweetwater MS,3.0,2.0,0.0,5,2/8/2021,Berkmar
Sycamore ES,29.0,2.0,1.0,32,2/8/2021,Lanier
Taylor ES,16.0,1.0,0.0,17,2/8/2021,Collins Hill
Trip ES,3.0,0.0,0.0,3,2/8/2021,Grayson
Twin Rivers MS,24.0,0.0,1.0,25,2/8/2021,Mountain View
White Oak ES,12.0,1.0,0.0,13,2/8/2021,Lanier
Winn Holt ES,2.0,0.0,0.0,2,2/8/2021,Central Gwinnett
Arcado ES,24.0,0.0,3.0,27,3/8/2021,Parkview
Archer HS,16.0,3.0,0.0,19,3/8/2021,Archer
Baggett ES,1.0,0.0,0.0,1,3/8/2021,Discovery
Bay Creek MS,1.0,0.0,0.0,1,3/8/2021,Grayson
Brookwood ES,1.0,0.0,0.0,1,3/8/2021,Brookwood
Brookwood HS,3.0,0.0,1.0,4,3/8/2021,Brookwood
Buice Center,0.0,3.0,0.0,3,3/8/2021,Other
Burnette ES,2.0,0.0,2.0,4,3/8/2021,North Gwinnett
Camp Creek ES,5.0,1.0,0.0,6,3/8/2021,Parkview
Cedar Hill ES,23.0,0.0,3.0,26,3/8/2021,Discovery
Cooper ES,2.0,1.0,0.0,3,3/8/2021,Archer
Crews MS,2.0,0.0,0.0,2,3/8/2021,Brookwood
Dacula MS,1.0,0.0,0.0,1,3/8/2021,Dacula
Discovery HS,5.0,0.0,1.0,6,3/8/2021,Discovery
Duluth HS,1.0,1.0,0.0,2,3/8/2021,Duluth
Duluth MS,3.0,0.0,3.0,6,3/8/2021,Duluth
Ferguson ES,15.0,0.0,0.0,15,3/8/2021,Meadowcreek
Graves ES,1.0,0.0,1.0,2,3/8/2021,Meadowcreek
Grayson HS,1.0,0.0,0.0,1,3/8/2021,Grayson
Gwin Oaks ES,0.0,3.0,0.0,3,3/8/2021,Brookwood
Hopkins ES,6.0,0.0,4.0,10,3/8/2021,Berkmar
Ivy Creek ES,1.0,0.0,0.0,1,3/8/2021,Mill Creek
Jordan MS,1.0,0.0,0.0,1,3/8/2021,Central Gwinnett
Lanier HS,1.0,0.0,0.0,1,3/8/2021,Lanier
Lanier MS,1.0,0.0,0.0,1,3/8/2021,Lanier
Lawrenceville ES,5.0,1.0,0.0,6,3/8/2021,Central Gwinnett
Lilburn MS,1.0,0.0,0.0,1,3/8/2021,Meadowcreek
Mason ES,1.0,0.0,0.0,1,3/8/2021,Peachtree Ridge
McConnell MS,7.0,3.0,1.0,11,3/8/2021,Archer Cluster
Meadowcreek ES,0.0,1.0,0.0,1,3/8/2021,Meadowcreek
Mill Creek HS,1.0,0.0,0.0,1,3/8/2021,Mill Creek
Minor ES,0.0,1.0,0.0,1,3/8/2021,Berkmar
Nesbit ES,3.0,0.0,1.0,4,3/8/2021,Meadowcreek
North Gwinnett MS,0.0,1.0,0.0,1,3/8/2021,North Gwinnett
Northbrook MS,0.0,1.0,0.0,1,3/8/2021,Peachtree Ridge
Osborne MS,1.0,0.0,0.0,1,3/8/2021,Mill Creek
Parkview HS,2.0,0.0,0.0,2,3/8/2021,Parkview
Partee ES,4.0,1.0,0.0,5,3/8/2021,Shiloh
Paul Duke STEM HS,1.0,1.0,0.0,2,3/8/2021,Norcross
Peachtree ES,2.0,0.0,0.0,2,3/8/2021,Norcross
Peachtree Ridge HS,0.0,0.0,1.0,1,3/8/2021,Peachtree Ridge
Pharr ES,0.0,0.0,1.0,1,3/8/2021,Grayson
Pinckneyville MS,0.0,0.0,1.0,1,3/8/2021,Norcross
Richards MS,11.0,0.0,2.0,13,3/8/2021,Discovery
Shiloh MS,1.0,0.0,0.0,1,3/8/2021,Shiloh
Simonton ES,1.0,0.0,0.0,1,3/8/2021,Central Gwinnett
Sugar Hill ES,2.0,0.0,0.0,2,3/8/2021,Lanier
Sycamore ES,1.0,0.0,0.0,1,3/8/2021,Lanier
Trip ES,1.0,0.0,0.0,1,3/8/2021,Grayson
Twin Rivers MS,21.0,0.0,1.0,22,3/8/2021,Mountain View
White Oak ES,0.0,0.0,1.0,1,3/8/2021,Lanier
Winn Holt ES,8.0,1.0,0.0,9,3/8/2021,Central Gwinnett
Alcova ES,0.0,0.0,4.0,4,9/8/2020,Dacula
Arcado ES,1.0,0.0,0.0,1,9/8/2020,Parkview
Baldwin ES,1.0,0.0,1.0,2,9/8/2020,Norcross
Berkmar HS,0.0,0.0,1.0,1,9/8/2020,Berkmar
Berkmar MS,0.0,0.0,1.0,1,9/8/2020,Berkmar
Bethesda ES,2.0,0.0,1.0,3,9/8/2020,Berkmar
Britt ES,0.0,0.0,1.0,1,9/8/2020,South Gwinnett
Brookwood HS,1.0,0.0,0.0,1,9/8/2020,Brookwood
Burnette ES,0.0,0.0,2.0,2,9/8/2020,North Gwinnett
Camp Creek ES,1.0,1.0,0.0,2,9/8/2020,Parkview
Cedar Hill ES,0.0,0.0,1.0,1,9/8/2020,Discovery
Cooper ES,8.0,0.0,3.0,11,9/8/2020,Archer
Crews MS,2.0,0.0,0.0,2,9/8/2020,Brookwood
Dacula ES,1.0,0.0,0.0,1,9/8/2020,Dacula
Duluth HS,0.0,0.0,1.0,1,9/8/2020,Duluth
Freeman's Mill ES,4.0,0.0,1.0,5,9/8/2020,Mountain View
International Transition Center,0.0,0.0,1.0,1,9/8/2020,Other
Ivy Creek ES,0.0,0.0,1.0,1,9/8/2020,Mill Creek
Jackson ES,1.0,2.0,1.0,4,9/8/2020,Peachtree Ridge
Knight ES,1.0,0.0,0.0,1,9/8/2020,Parkview
Lanier MS,1.0,0.0,0.0,1,9/8/2020,Lanier
Lawrenceville ES,1.0,0.0,0.0,1,9/8/2020,Central Gwinnett
Magill ES,1.0,0.0,0.0,1,9/8/2020,South Gwinnett
Mason ES,1.0,0.0,0.0,1,9/8/2020,Peachtree Ridge
Maxwell HS of Technology,1.0,0.0,0.0,1,9/8/2020,Other
McConnell MS,0.0,0.0,1.0,1,9/8/2020,Archer Cluster
Mill Creek HS,0.0,1.0,0.0,1,9/8/2020,Mill Creek
Minor ES,12.0,2.0,1.0,15,9/8/2020,Berkmar
Mountain View HS,1.0,0.0,0.0,1,9/8/2020,Mountain View
Norcross ES,3.0,0.0,4.0,7,9/8/2020,Norcross
Norcross HS,0.0,0.0,1.0,1,9/8/2020,Norcross
North Gwinnett MS,28.0,0.0,2.0,30,9/8/2020,North Gwinnett
Osborne MS,2.0,0.0,1.0,3,9/8/2020,Mill Creek
Partee ES,1.0,0.0,0.0,1,9/8/2020,Shiloh
Peachtree ES,5.0,0.0,3.0,8,9/8/2020,Norcross
Peachtree Ridge HS,1.0,0.0,0.0,1,9/8/2020,Peachtree Ridge
Richards MS,0.0,0.0,1.0,1,9/8/2020,Discovery
Simonton ES,6.0,0.0,0.0,6,9/8/2020,Central Gwinnett
South Gwinnett HS,1.0,0.0,0.0,1,9/8/2020,South Gwinnett
Summerour MS,0.0,1.0,0.0,1,9/8/2020,Norcross
Suwanee ES,7.0,0.0,0.0,7,9/8/2020,North Gwinnett
Twin Rivers MS,1.0,0.0,1.0,2,9/8/2020,Mountain View
Winn Holt ES,7.0,0.0,2.0,9,9/8/2020,Central Gwinnett
Woodward Mill ES,1.0,0.0,0.0,1,9/8/2020,Mountain View
Arcado ES,1.0,0.0,0.0,1,11/9/2020,Parkview
Archer HS,1.0,0.0,0.0,1,11/9/2020,Archer
Baldwin ES,0.0,0.0,1.0,1,11/9/2020,Norcross
Berkmar HS,18.0,1.0,0.0,19,11/9/2020,Berkmar
Berkmar MS,1.0,0.0,0.0,1,11/9/2020,Berkmar
Bethesda ES,1.0,0.0,0.0,1,11/9/2020,Berkmar
Brookwood HS,1.0,0.0,0.0,1,11/9/2020,Brookwood
Centerville ES,0.0,0.0,2.0,2,11/9/2020,Shiloh
Central Gwinnett HS,6.0,2.0,0.0,8,11/9/2020,Central Gwinnett
Coleman MS,1.0,0.0,0.0,1,11/9/2020,Duluth
Collins Hill HS,1.0,0.0,0.0,1,11/9/2020,Collins Hill
Cooper ES,2.0,0.0,0.0,2,11/9/2020,Archer
Craig ES,1.0,0.0,1.0,2,11/9/2020,Brookwood
Discovery HS,1.0,0.0,0.0,1,11/9/2020,Discovery
Duluth HS,0.0,1.0,1.0,2,11/9/2020,Duluth
Dyer ES,5.0,0.0,0.0,5,11/9/2020,Mountain View
Graves ES,2.0,0.0,0.0,2,11/9/2020,Meadowcreek
Grayson HS,1.0,1.0,0.0,2,11/9/2020,Grayson
Harris ES,22.0,0.0,0.0,22,11/9/2020,Duluth
Hull MS,1.0,0.0,0.0,1,11/9/2020,Peachtree Ridge
Jones MS,1.0,0.0,0.0,1,11/9/2020,Mill Creek
Jordan MS,1.0,0.0,0.0,1,11/9/2020,Central Gwinnett
Lanier MS,2.0,0.0,0.0,2,11/9/2020,Lanier
Level Creek ES,2.0,0.0,0.0,2,11/9/2020,North Gwinnett
Meadowcreek ES,2.0,0.0,1.0,3,11/9/2020,Meadowcreek
Meadowcreek HS,2.0,0.0,1.0,3,11/9/2020,Meadowcreek
Mill Creek HS,6.0,2.0,0.0,8,11/9/2020,Mill Creek
Mountain View HS,8.0,2.0,2.0,12,11/9/2020,Mountain View
Norcross HS,1.0,0.0,0.0,1,11/9/2020,Norcross
North Gwinnett HS,1.0,0.0,0.0,1,11/9/2020,North Gwinnett
North Gwinnett MS,19.0,0.0,0.0,19,11/9/2020,North Gwinnett
Northbrook MS,1.0,0.0,0.0,1,11/9/2020,Peachtree Ridge
Parkview HS,0.0,1.0,1.0,2,11/9/2020,Parkview
Parsons ES,3.0,0.0,0.0,3,11/9/2020,Peachtree Ridge
Peachtree ES,1.0,0.0,0.0,1,11/9/2020,Norcross
Pinckneyville MS,1.0,0.0,0.0,1,11/9/2020,Norcross
Riverside ES,1.0,0.0,0.0,1,11/9/2020,North Gwinnett
Shiloh MS,1.0,0.0,0.0,1,11/9/2020,Shiloh
Simpson ES,2.0,0.0,0.0,2,11/9/2020,Norcross
Sugar Hill ES,3.0,0.0,0.0,3,11/9/2020,Lanier
Sycamore ES,1.0,0.0,0.0,1,11/9/2020,Lanier
Trip ES,1.0,0.0,0.0,1,11/9/2020,Grayson
White Oak ES,4.0,0.0,0.0,4,11/9/2020,Lanier
Alcova ES,2.0,2.0,1.0,5,12/9/2020,Dacula
Alford ES,3.0,0.0,1.0,4,12/9/2020,Discovery
Arcado ES,2.0,0.0,0.0,2,12/9/2020,Parkview
Archer HS,23.0,1.0,5.0,29,12/9/2020,Archer
Baggett ES,7.0,0.0,1.0,8,12/9/2020,Discovery
Bay Creek MS,0.0,0.0,1.0,1,12/9/2020,Grayson
Beaver Ridge ES,0.0,1.0,0.0,1,12/9/2020,Norcross
Benefield ES,12.0,0.0,0.0,12,12/9/2020,Discovery
Berkeley Lake ES,7.0,1.0,0.0,8,12/9/2020,Duluth
Berkmar MS,2.0,1.0,1.0,4,12/9/2020,Berkmar
Brookwood ES,4.0,0.0,0.0,4,12/9/2020,Brookwood
Brookwood HS,1.0,2.0,0.0,3,12/9/2020,Brookwood
Buice Center,1.0,0.0,1.0,2,12/9/2020,Other
Camp Creek ES,20.0,0.0,1.0,21,12/9/2020,Parkview
Cedar Hill ES,22.0,1.0,0.0,23,12/9/2020,Discovery
Chattahoochee ES,5.0,0.0,0.0,5,12/9/2020,Duluth
Cooper ES,1.0,0.0,0.0,1,12/9/2020,Archer
Corley ES,1.0,0.0,0.0,1,12/9/2020,Berkmar
Craig ES,2.0,0.0,0.0,2,12/9/2020,Brookwood
Creekland MS,4.0,0.0,1.0,5,12/9/2020,Collins Hill
Crews MS,1.0,0.0,0.0,1,12/9/2020,Brookwood
Dacula ES,3.0,0.0,0.0,3,12/9/2020,Dacula
Dacula HS,2.0,0.0,0.0,2,12/9/2020,Dacula
Discovery HS,1.0,0.0,0.0,1,12/9/2020,Discovery
Duluth HS,1.0,0.0,0.0,1,12/9/2020,Duluth
Duncan Creek ES,4.0,0.0,0.0,4,12/9/2020,Mill Creek
Ferguson ES,5.0,0.0,2.0,7,12/9/2020,Meadowcreek
Five Forks MS,1.0,0.0,0.0,1,12/9/2020,Brookwood
Fort Daniel ES,8.0,0.0,0.0,8,12/9/2020,Mill Creek
Graves ES,1.0,0.0,0.0,1,12/9/2020,Meadowcreek
Grayson ES,3.0,0.0,0.0,3,12/9/2020,Grayson
Grayson HS,1.0,0.0,0.0,1,12/9/2020,Grayson
Harbins ES,2.0,0.0,0.0,2,12/9/2020,Archer
Head ES,1.0,0.0,0.0,1,12/9/2020,Brookwood
Hopkins ES,1.0,1.0,2.0,4,12/9/2020,Berkmar
Hull MS,2.0,0.0,1.0,3,12/9/2020,Peachtree Ridge
Ivy Creek ES,0.0,0.0,2.0,2,12/9/2020,Mill Creek
Jenkins ES,1.0,0.0,0.0,1,12/9/2020,Central Gwinnett
Jones MS,21.0,0.0,0.0,21,12/9/2020,Mill Creek
Kanoheda ES,6.0,0.0,0.0,6,12/9/2020,Berkmar
Knight ES,1.0,0.0,0.0,1,12/9/2020,Parkview
Lanier HS,45.0,5.0,3.0,53,12/9/2020,Lanier
Lanier MS,5.0,0.0,0.0,5,12/9/2020,Lanier
Level Creek ES,10.0,0.0,0.0,10,12/9/2020,North Gwinnett
Lovin ES,17.0,2.0,0.0,19,12/9/2020,Archer
Mason ES,1.0,2.0,0.0,3,12/9/2020,Peachtree Ridge
McClure Health Science HS,1.0,0.0,0.0,1,12/9/2020,Meadowcreek
McKendree ES,33.0,0.0,0.0,33,12/9/2020,Collins Hill
Meadowcreek HS,0.0,1.0,0.0,1,12/9/2020,Meadowcreek
Mill Creek HS,14.0,1.0,0.0,15,12/9/2020,Mill Creek
Minor ES,1.0,0.0,0.0,1,12/9/2020,Berkmar
Moore MS,1.0,0.0,0.0,1,12/9/2020,Central Gwinnett
Mountain Park ES,11.0,0.0,1.0,12,12/9/2020,Parkview
Nesbit ES,0.0,0.0,1.0,1,12/9/2020,Meadowcreek
Norcross HS,4.0,0.0,0.0,4,12/9/2020,Norcross
North Gwinnett HS,18.0,1.0,1.0,20,12/9/2020,North Gwinnett
North Gwinnett MS,73.0,0.0,0.0,73,12/9/2020,North Gwinnett
Osborne MS,4.0,0.0,0.0,4,12/9/2020,Mill Creek
Parkview HS,4.0,1.0,1.0,6,12/9/2020,Parkview
Parsons ES,0.0,1.0,0.0,1,12/9/2020,Peachtree Ridge
Partee ES,1.0,0.0,0.0,1,12/9/2020,Shiloh
Patrick ES,3.0,0.0,0.0,3,12/9/2020,Mountain View
Peachtree Ridge HS,1.0,1.0,0.0,2,12/9/2020,Peachtree Ridge
Puckett's Mill ES,3.0,0.0,0.0,3,12/9/2020,Mill Creek
Richards MS,3.0,2.0,0.0,5,12/9/2020,Discovery
Riverside ES,3.0,1.0,1.0,5,12/9/2020,North Gwinnett
Rock Springs ES,1.0,0.0,0.0,1,12/9/2020,Collins Hill
Rockbridge ES,0.0,1.0,0.0,1,12/9/2020,Meadowcreek
Shiloh ES,2.0,0.0,0.0,2,12/9/2020,Shiloh
Shiloh HS,1.0,0.0,0.0,1,12/9/2020,Shiloh
Shiloh MS,3.0,0.0,0.0,3,12/9/2020,Shiloh
Simonton ES,1.0,0.0,0.0,1,12/9/2020,Central Gwinnett
South Gwinnett HS,15.0,0.0,4.0,19,12/9/2020,South Gwinnett
Starling ES,2.0,1.0,1.0,4,12/9/2020,Grayson
Stripling ES,2.0,0.0,0.0,2,12/9/2020,Norcross
Sugar Hill ES,4.0,0.0,2.0,6,12/9/2020,Lanier
Summerour MS,2.0,0.0,0.0,2,12/9/2020,Norcross
Suwanee ES,1.0,0.0,0.0,1,12/9/2020,North Gwinnett
Sweetwater MS,3.0,0.0,0.0,3,12/9/2020,Berkmar
Sycamore ES,1.0,0.0,0.0,1,12/9/2020,Lanier
Trickum MS,15.0,2.0,0.0,17,12/9/2020,Parkview
Trip ES,8.0,0.0,1.0,9,12/9/2020,Grayson
White Oak ES,15.0,0.0,3.0,18,12/9/2020,Lanier
Winn Holt ES,2.0,0.0,1.0,3,12/9/2020,Central Gwinnett
Alcova ES,3.0,0.0,0.0,3,2/9/2021,Dacula
Alford ES,2.0,0.0,0.0,2,2/9/2021,Discovery
Annistown ES,15.0,2.0,0.0,17,2/9/2021,Shiloh
Arcado ES,4.0,0.0,0.0,4,2/9/2021,Parkview
Archer HS,4.0,1.0,2.0,7,2/9/2021,Archer
Baggett ES,1.0,1.0,0.0,2,2/9/2021,Discovery
Baldwin ES,2.0,0.0,0.0,2,2/9/2021,Norcross
Beaver Ridge ES,3.0,0.0,0.0,3,2/9/2021,Norcross
Benefield ES,1.0,0.0,0.0,1,2/9/2021,Discovery
Berkeley Lake ES,2.0,1.0,0.0,3,2/9/2021,Duluth
Berkmar HS,10.0,1.0,0.0,11,2/9/2021,Berkmar
Berkmar MS,1.0,0.0,2.0,3,2/9/2021,Berkmar
Brookwood ES,5.0,0.0,0.0,5,2/9/2021,Brookwood
Brookwood HS,38.0,5.0,1.0,44,2/9/2021,Brookwood
Buice Center,1.0,0.0,0.0,1,2/9/2021,Other
Burnette ES,2.0,0.0,2.0,4,2/9/2021,North Gwinnett
Camp Creek ES,14.0,1.0,1.0,16,2/9/2021,Parkview
Cedar Hill ES,2.0,0.0,0.0,2,2/9/2021,Discovery
Centerville ES,3.0,0.0,1.0,4,2/9/2021,Shiloh
Chattahoochee ES,12.0,1.0,1.0,14,2/9/2021,Duluth
Chesney ES,2.0,4.0,0.0,6,2/9/2021,Duluth
Cooper ES,19.0,3.0,0.0,22,2/9/2021,Archer
Couch MS,0.0,2.0,0.0,2,2/9/2021,Grayson
Craig ES,2.0,1.0,0.0,3,2/9/2021,Brookwood
Creekland MS,3.0,1.0,0.0,4,2/9/2021,Collins Hill
Crews MS,4.0,0.0,0.0,4,2/9/2021,Brookwood
Dacula ES,1.0,1.0,0.0,2,2/9/2021,Dacula
Dacula HS,3.0,1.0,0.0,4,2/9/2021,Dacula
Dacula MS,28.0,2.0,0.0,30,2/9/2021,Dacula
Discovery HS,7.0,1.0,0.0,8,2/9/2021,Discovery
Duluth HS,4.0,2.0,0.0,6,2/9/2021,Duluth
Duluth MS,0.0,0.0,3.0,3,2/9/2021,Duluth
Duncan Creek ES,11.0,1.0,0.0,12,2/9/2021,Mill Creek
Dyer ES,1.0,1.0,0.0,2,2/9/2021,Mountain View
Five Forks MS,1.0,0.0,0.0,1,2/9/2021,Brookwood
Fort Daniel ES,1.0,0.0,0.0,1,2/9/2021,Mill Creek
Freeman's Mill ES,3.0,0.0,1.0,4,2/9/2021,Mountain View
Grace Snell MS,2.0,0.0,1.0,3,2/9/2021,South Gwinnett
Graves ES,3.0,0.0,0.0,3,2/9/2021,Meadowcreek
Grayson HS,2.0,0.0,0.0,2,2/9/2021,Grayson
Gwin Oaks ES,0.0,0.0,1.0,1,2/9/2021,Brookwood
Gwinnett Online Campus,1.0,3.0,0.0,4,2/9/2021,Other
"Gwinnett School of Mathematics, Science, and Technology",0.0,2.0,0.0,2,2/9/2021,Discovery
Harbins ES,12.0,1.0,0.0,13,2/9/2021,Archer
Harris ES,1.0,1.0,0.0,2,2/9/2021,Duluth
Head ES,14.0,3.0,0.0,17,2/9/2021,Brookwood
Hopkins ES,1.0,1.0,0.0,2,2/9/2021,Berkmar
Hull MS,3.0,1.0,0.0,4,2/9/2021,Peachtree Ridge
Ivy Creek ES,3.0,1.0,0.0,4,2/9/2021,Mill Creek
Jackson ES,4.0,1.0,0.0,5,2/9/2021,Peachtree Ridge
Jenkins ES,2.0,0.0,0.0,2,2/9/2021,Central Gwinnett
Jones MS,1.0,0.0,0.0,1,2/9/2021,Mill Creek
Jordan MS,12.0,3.0,1.0,16,2/9/2021,Central Gwinnett
Lanier HS,15.0,1.0,1.0,17,2/9/2021,Lanier
Lanier MS,5.0,0.0,1.0,6,2/9/2021,Lanier
Level Creek ES,6.0,0.0,1.0,7,2/9/2021,North Gwinnett
Lilburn MS,1.0,0.0,0.0,1,2/9/2021,Meadowcreek
Lovin ES,1.0,0.0,0.0,1,2/9/2021,Archer
Magill ES,23.0,1.0,1.0,25,2/9/2021,South Gwinnett
Mason ES,6.0,0.0,2.0,8,2/9/2021,Peachtree Ridge
McClure Health Science HS,1.0,0.0,0.0,1,2/9/2021,Meadowcreek
McConnell MS,6.0,0.0,0.0,6,2/9/2021,Archer Cluster
McKendree ES,8.0,1.0,0.0,9,2/9/2021,Collins Hill
Meadowcreek HS,4.0,2.0,0.0,6,2/9/2021,Meadowcreek
Mill Creek HS,23.0,1.0,1.0,25,2/9/2021,Mill Creek
Minor ES,2.0,0.0,1.0,3,2/9/2021,Berkmar
Mountain Park ES,2.0,1.0,0.0,3,2/9/2021,Parkview
Mountain View HS,29.0,0.0,2.0,31,2/9/2021,Mountain View
Mulberry ES,11.0,1.0,2.0,14,2/9/2021,Dacula
Norcross ES,2.0,0.0,0.0,2,2/9/2021,Norcross
Norcross HS,11.0,1.0,0.0,12,2/9/2021,Norcross
North Gwinnett HS,0.0,0.0,1.0,1,2/9/2021,North Gwinnett
North Gwinnett MS,3.0,1.0,0.0,4,2/9/2021,North Gwinnett
Osborne MS,22.0,1.0,0.0,23,2/9/2021,Mill Creek
Parkview HS,3.0,1.0,0.0,4,2/9/2021,Parkview
Parsons ES,0.0,1.0,0.0,1,2/9/2021,Peachtree Ridge
Partee ES,2.0,1.0,0.0,3,2/9/2021,Shiloh
Patrick ES,3.0,1.0,0.0,4,2/9/2021,Mountain View
Paul Duke STEM HS,4.0,1.0,0.0,5,2/9/2021,Norcross
Peachtree ES,2.0,0.0,1.0,3,2/9/2021,Norcross
Peachtree Ridge HS,1.0,1.0,1.0,3,2/9/2021,Peachtree Ridge
