school,close_contact,positive_case,suspected_case,total,date,cluster
Grayson ES,7.0,0.0,1.0,8,3/25/2021,Grayson
"Gwinnett School of Mathematics, Science, and Technology",1.0,0.0,0.0,1,3/25/2021,Discovery
Harbins ES,0.0,0.0,1.0,1,3/25/2021,Archer
Harris ES,0.0,1.0,0.0,1,3/25/2021,Duluth
Head ES,1.0,0.0,0.0,1,3/25/2021,Brookwood
International Transition Center,1.0,0.0,0.0,1,3/25/2021,Other
Lanier MS,1.0,0.0,2.0,3,3/25/2021,Lanier
Lawrenceville ES,3.0,0.0,0.0,3,3/25/2021,Central Gwinnett
Magill ES,0.0,1.0,1.0,2,3/25/2021,South Gwinnett
McClure Health Science HS,1.0,0.0,0.0,1,3/25/2021,Meadowcreek
McConnell MS,1.0,0.0,0.0,1,3/25/2021,Archer Cluster
McKendree ES,2.0,0.0,0.0,2,3/25/2021,Collins Hill
Meadowcreek HS,11.0,0.0,1.0,12,3/25/2021,Meadowcreek
Mill Creek HS,2.0,0.0,0.0,2,3/25/2021,Mill Creek
Mountain Park ES,8.0,1.0,0.0,9,3/25/2021,Parkview
Mountain View HS,8.0,2.0,0.0,10,3/25/2021,Mountain View
Mulberry ES,1.0,0.0,0.0,1,3/25/2021,Dacula
Norcross ES,1.0,0.0,0.0,1,3/25/2021,Norcross
Norcross HS,0.0,0.0,1.0,1,3/25/2021,Norcross
North Gwinnett HS,2.0,0.0,0.0,2,3/25/2021,North Gwinnett
Peachtree ES,8.0,0.0,4.0,12,3/25/2021,Norcross
Pharr ES,1.0,0.0,1.0,2,3/25/2021,Grayson
Puckett's Mill ES,1.0,0.0,1.0,2,3/25/2021,Mill Creek
Rosebud ES,1.0,0.0,0.0,1,3/25/2021,South Gwinnett
Shiloh HS,0.0,0.0,1.0,1,3/25/2021,Shiloh
Simonton ES,0.0,0.0,1.0,1,3/25/2021,Central Gwinnett
Sweetwater MS,0.0,1.0,0.0,1,3/25/2021,Berkmar
Taylor ES,1.0,0.0,0.0,1,3/25/2021,Collins Hill
Twin Rivers MS,1.0,0.0,0.0,1,3/25/2021,Mountain View
Anderson-Livsey ES,1.0,1.0,,1,8/25/2020,Shiloh
Archer HS,1.0,,,1,8/25/2020,Archer
Baldwin ES,,1.0,1.0,1,8/25/2020,Norcross
Bay Creek MS,,1.0,1.0,1,8/25/2020,Grayson
Brookwood HS,1.0,1.0,1.0,2,8/25/2020,Brookwood
Buice Center,,1.0,1.0,1,8/25/2020,Other
Dacula MS,1.0,1.0,,1,8/25/2020,Dacula
Discovery HS,,2.0,2.0,2,8/25/2020,Discovery
Duluth HS,1.0,,,1,8/25/2020,Duluth
Graves ES,1.0,,,1,8/25/2020,Meadowcreek
Harbins ES,2.0,,,2,8/25/2020,Archer
Hull MS,,2.0,2.0,2,8/25/2020,Peachtree Ridge
Ivy Creek ES,1.0,1.0,,1,8/25/2020,Mill Creek
Jordan MS,1.0,1.0,2.0,3,8/25/2020,Central Gwinnett
Lilburn MS,,1.0,1.0,1,8/25/2020,Meadowcreek
Meadowcreek ES,1.0,,,1,8/25/2020,Meadowcreek
Meadowcreek HS,,1.0,1.0,1,8/25/2020,Meadowcreek
Mulberry ES,1.0,3.0,3.0,4,8/25/2020,Dacula
Norton ES,1.0,,,1,8/25/2020,South Gwinnett
Oakland Meadow School,3.0,1.0,1.0,4,8/25/2020,Other
Phoenix HS,,1.0,1.0,1,8/25/2020,Other
Pinckneyville MS,1.0,,,1,8/25/2020,Norcross
Shiloh HS,2.0,,,2,8/25/2020,Shiloh
South Gwinnett HS,3.0,,,3,8/25/2020,South Gwinnett
Summerour MS,1.0,,,1,8/25/2020,Norcross
Sweetwater MS,1.0,1.0,,1,8/25/2020,Berkmar
Winn Holt ES,,1.0,1.0,1,8/25/2020,Central Gwinnett
Archer HS,1.0,0.0,0.0,1,10/26/2020,Archer
Benefield ES,0.0,1.0,0.0,1,10/26/2020,Discovery
Berkmar HS,1.0,0.0,0.0,1,10/26/2020,Berkmar
Berkmar MS,1.0,0.0,0.0,1,10/26/2020,Berkmar
Bethesda ES,1.0,0.0,0.0,1,10/26/2020,Berkmar
Collins Hill HS,1.0,0.0,0.0,1,10/26/2020,Collins Hill
Cooper ES,2.0,0.0,0.0,2,10/26/2020,Archer
Crews MS,1.0,0.0,0.0,1,10/26/2020,Brookwood
Dacula HS,1.0,0.0,0.0,1,10/26/2020,Dacula
Discovery HS,1.0,0.0,0.0,1,10/26/2020,Discovery
Duluth HS,4.0,1.0,0.0,5,10/26/2020,Duluth
Duluth MS,13.0,0.0,2.0,15,10/26/2020,Duluth
Duncan Creek ES,2.0,0.0,0.0,2,10/26/2020,Mill Creek
Five Forks MS,1.0,0.0,0.0,1,10/26/2020,Brookwood
Grace Snell MS,3.0,0.0,0.0,3,10/26/2020,South Gwinnett
Harbins ES,1.0,0.0,0.0,1,10/26/2020,Archer
Ivy Creek ES,1.0,0.0,0.0,1,10/26/2020,Mill Creek
Jones MS,1.0,0.0,0.0,1,10/26/2020,Mill Creek
Knight ES,2.0,0.0,1.0,3,10/26/2020,Parkview
Mason ES,6.0,1.0,0.0,7,10/26/2020,Peachtree Ridge
Maxwell HS of Technology,1.0,0.0,0.0,1,10/26/2020,Other
McClure Health Science HS,0.0,1.0,0.0,1,10/26/2020,Meadowcreek
McConnell MS,2.0,1.0,0.0,3,10/26/2020,Archer Cluster
Mountain View HS,0.0,0.0,1.0,1,10/26/2020,Mountain View
North Gwinnett HS,2.0,1.0,0.0,3,10/26/2020,North Gwinnett
North Gwinnett MS,30.0,0.0,0.0,30,10/26/2020,North Gwinnett
Northbrook MS,0.0,0.0,1.0,1,10/26/2020,Peachtree Ridge
Osborne MS,11.0,1.0,0.0,12,10/26/2020,Mill Creek
Patrick ES,1.0,0.0,0.0,1,10/26/2020,Mountain View
Peachtree ES,0.0,0.0,3.0,3,10/26/2020,Norcross
Puckett's Mill ES,1.0,0.0,0.0,1,10/26/2020,Mill Creek
Richards MS,2.0,0.0,3.0,5,10/26/2020,Discovery
Roberts ES,0.0,1.0,0.0,1,10/26/2020,North Gwinnett
Shiloh HS,0.0,1.0,0.0,1,10/26/2020,Shiloh
Summerour MS,0.0,1.0,0.0,1,10/26/2020,Norcross
Trickum MS,2.0,0.0,1.0,3,10/26/2020,Parkview
Woodward Mill ES,1.0,0.0,0.0,1,10/26/2020,Mountain View
Alcova ES,6.0,4.0,1.0,11,1/26/2021,Dacula
Alford ES,5.0,0.0,0.0,5,1/26/2021,Discovery
Arcado ES,1.0,0.0,0.0,1,1/26/2021,Parkview
Archer HS,8.0,7.0,4.0,19,1/26/2021,Archer
Baldwin ES,4.0,1.0,0.0,5,1/26/2021,Norcross
Bay Creek MS,1.0,0.0,0.0,1,1/26/2021,Grayson
Beaver Ridge ES,3.0,2.0,0.0,5,1/26/2021,Norcross
Berkmar HS,3.0,0.0,0.0,3,1/26/2021,Berkmar
Berkmar MS,1.0,0.0,0.0,1,1/26/2021,Berkmar
Bethesda ES,2.0,0.0,0.0,2,1/26/2021,Berkmar
Brookwood ES,3.0,0.0,0.0,3,1/26/2021,Brookwood
Brookwood HS,2.0,4.0,1.0,7,1/26/2021,Brookwood
Buice Center,1.0,1.0,0.0,2,1/26/2021,Other
Burnette ES,6.0,0.0,0.0,6,1/26/2021,North Gwinnett
Camp Creek ES,3.0,1.0,1.0,5,1/26/2021,Parkview
Cedar Hill ES,1.0,0.0,0.0,1,1/26/2021,Discovery
Centerville ES,4.0,1.0,1.0,6,1/26/2021,Shiloh
Central Gwinnett HS,11.0,1.0,0.0,12,1/26/2021,Central Gwinnett
Chattahoochee ES,13.0,2.0,1.0,16,1/26/2021,Duluth
Chesney ES,2.0,1.0,0.0,3,1/26/2021,Duluth
Coleman MS,0.0,1.0,1.0,2,1/26/2021,Duluth
Collins Hill HS,6.0,5.0,0.0,11,1/26/2021,Collins Hill
Cooper ES,6.0,1.0,0.0,7,1/26/2021,Archer
Corley ES,2.0,0.0,2.0,4,1/26/2021,Berkmar
Couch MS,3.0,0.0,0.0,3,1/26/2021,Grayson
Craig ES,4.0,0.0,0.0,4,1/26/2021,Brookwood
Creekland MS,7.0,2.0,0.0,9,1/26/2021,Collins Hill
Crews MS,3.0,0.0,0.0,3,1/26/2021,Brookwood
Dacula ES,1.0,0.0,3.0,4,1/26/2021,Dacula
Dacula HS,4.0,3.0,1.0,8,1/26/2021,Dacula
Dacula MS,8.0,4.0,1.0,13,1/26/2021,Dacula
Discovery HS,4.0,2.0,1.0,7,1/26/2021,Discovery
Duluth HS,2.0,3.0,0.0,5,1/26/2021,Duluth
Duluth MS,3.0,1.0,0.0,4,1/26/2021,Duluth
Duncan Creek ES,9.0,2.0,1.0,12,1/26/2021,Mill Creek
Dyer ES,5.0,0.0,4.0,9,1/26/2021,Mountain View
Ferguson ES,21.0,3.0,0.0,24,1/26/2021,Meadowcreek
Five Forks MS,1.0,3.0,1.0,5,1/26/2021,Brookwood
Fort Daniel ES,8.0,1.0,0.0,9,1/26/2021,Mill Creek
Freeman's Mill ES,3.0,2.0,0.0,5,1/26/2021,Mountain View
Graves ES,4.0,1.0,1.0,6,1/26/2021,Meadowcreek
Grayson ES,5.0,1.0,0.0,6,1/26/2021,Grayson
Grayson HS,5.0,6.0,1.0,12,1/26/2021,Grayson
Gwin Oaks ES,5.0,0.0,0.0,5,1/26/2021,Brookwood
Gwinnett Online Campus,1.0,0.0,1.0,2,1/26/2021,Other
"Gwinnett School of Mathematics, Science, and Technology",0.0,0.0,2.0,2,1/26/2021,Discovery
Harbins ES,4.0,1.0,1.0,6,1/26/2021,Archer
Harmony ES,2.0,2.0,0.0,4,1/26/2021,Mill Creek
Harris ES,6.0,1.0,0.0,7,1/26/2021,Duluth
Head ES,1.0,0.0,0.0,1,1/26/2021,Brookwood
Hopkins ES,2.0,3.0,2.0,7,1/26/2021,Berkmar
Hull MS,1.0,1.0,1.0,3,1/26/2021,Peachtree Ridge
Ivy Creek ES,7.0,1.0,0.0,8,1/26/2021,Mill Creek
Jackson ES,12.0,0.0,0.0,12,1/26/2021,Peachtree Ridge
Jenkins ES,2.0,1.0,0.0,3,1/26/2021,Central Gwinnett
Jones MS,5.0,2.0,0.0,7,1/26/2021,Mill Creek
Jordan MS,1.0,0.0,1.0,2,1/26/2021,Central Gwinnett
Knight ES,4.0,2.0,0.0,6,1/26/2021,Parkview
Lanier HS,10.0,5.0,4.0,19,1/26/2021,Lanier
Lanier MS,1.0,1.0,0.0,2,1/26/2021,Lanier
Lawrenceville ES,1.0,1.0,0.0,2,1/26/2021,Central Gwinnett
Level Creek ES,7.0,1.0,0.0,8,1/26/2021,North Gwinnett
Lilburn MS,2.0,0.0,2.0,4,1/26/2021,Meadowcreek
Lovin ES,5.0,2.0,1.0,8,1/26/2021,Archer
Magill ES,4.0,2.0,0.0,6,1/26/2021,South Gwinnett
Mason ES,3.0,3.0,0.0,6,1/26/2021,Peachtree Ridge
McClure Health Science HS,3.0,1.0,3.0,7,1/26/2021,Meadowcreek
McConnell MS,13.0,3.0,0.0,16,1/26/2021,Archer Cluster
McKendree ES,4.0,0.0,0.0,4,1/26/2021,Collins Hill
Meadowcreek HS,9.0,1.0,0.0,10,1/26/2021,Meadowcreek
Mill Creek HS,14.0,3.0,0.0,17,1/26/2021,Mill Creek
Minor ES,2.0,0.0,0.0,2,1/26/2021,Berkmar
Moore MS,2.0,1.0,0.0,3,1/26/2021,Central Gwinnett
Mountain Park ES,1.0,0.0,0.0,1,1/26/2021,Parkview
Mountain View HS,5.0,3.0,4.0,12,1/26/2021,Mountain View
Mulberry ES,1.0,0.0,0.0,1,1/26/2021,Dacula
Norcross ES,2.0,2.0,0.0,4,1/26/2021,Norcross
Norcross HS,17.0,6.0,0.0,23,1/26/2021,Norcross
North Gwinnett HS,0.0,1.0,0.0,1,1/26/2021,North Gwinnett
North Gwinnett MS,10.0,2.0,0.0,12,1/26/2021,North Gwinnett
Northbrook MS,9.0,0.0,2.0,11,1/26/2021,Peachtree Ridge
Oakland Meadow School,1.0,0.0,0.0,1,1/26/2021,Other
Osborne MS,14.0,3.0,0.0,17,1/26/2021,Mill Creek
Parkview HS,15.0,4.0,2.0,21,1/26/2021,Parkview
Parsons ES,2.0,0.0,0.0,2,1/26/2021,Peachtree Ridge
Paul Duke STEM HS,1.0,5.0,0.0,6,1/26/2021,Norcross
Peachtree ES,4.0,3.0,1.0,8,1/26/2021,Norcross
Peachtree Ridge HS,1.0,1.0,0.0,2,1/26/2021,Peachtree Ridge
Pharr ES,3.0,0.0,0.0,3,1/26/2021,Grayson
Phoenix HS,0.0,1.0,0.0,1,1/26/2021,Other
Pinckneyville MS,5.0,0.0,5.0,10,1/26/2021,Norcross
Puckett's Mill ES,1.0,1.0,0.0,2,1/26/2021,Mill Creek
Radloff MS,2.0,0.0,0.0,2,1/26/2021,Meadowcreek
Richards MS,5.0,0.0,3.0,8,1/26/2021,Discovery
Riverside ES,7.0,0.0,0.0,7,1/26/2021,North Gwinnett
Rock Springs ES,7.0,0.0,0.0,7,1/26/2021,Collins Hill
Rockbridge ES,5.0,0.0,1.0,6,1/26/2021,Meadowcreek
Rosebud ES,3.0,0.0,0.0,3,1/26/2021,South Gwinnett
Shiloh ES,1.0,2.0,0.0,3,1/26/2021,Shiloh
Shiloh HS,3.0,2.0,3.0,8,1/26/2021,Shiloh
Shiloh MS,3.0,1.0,0.0,4,1/26/2021,Shiloh
Simonton ES,1.0,4.0,1.0,6,1/26/2021,Central Gwinnett
South Gwinnett HS,17.0,4.0,0.0,21,1/26/2021,South Gwinnett
Starling ES,8.0,0.0,1.0,9,1/26/2021,Grayson
Sugar Hill ES,11.0,5.0,0.0,16,1/26/2021,Lanier
Summerour MS,2.0,0.0,0.0,2,1/26/2021,Norcross
Suwanee ES,3.0,4.0,0.0,7,1/26/2021,North Gwinnett
Sweetwater MS,3.0,4.0,0.0,7,1/26/2021,Berkmar
Sycamore ES,7.0,0.0,1.0,8,1/26/2021,Lanier
Taylor ES,4.0,1.0,0.0,5,1/26/2021,Collins Hill
Trickum MS,10.0,2.0,0.0,12,1/26/2021,Parkview
Trip ES,2.0,0.0,1.0,3,1/26/2021,Grayson
Twin Rivers MS,6.0,1.0,0.0,7,1/26/2021,Mountain View
Walnut Grove ES,1.0,0.0,0.0,1,1/26/2021,Collins Hill
White Oak ES,4.0,1.0,2.0,7,1/26/2021,Lanier
Winn Holt ES,0.0,0.0,4.0,4,1/26/2021,Central Gwinnett
Alcova ES,2.0,0.0,0.0,2,2/26/2021,Dacula
Arcado ES,1.0,0.0,0.0,1,2/26/2021,Parkview
Archer HS,12.0,2.0,2.0,16,2/26/2021,Archer
Berkmar MS,0.0,0.0,1.0,1,2/26/2021,Berkmar
Britt ES,1.0,0.0,0.0,1,2/26/2021,South Gwinnett
Brookwood ES,2.0,0.0,0.0,2,2/26/2021,Brookwood
Brookwood HS,2.0,0.0,0.0,2,2/26/2021,Brookwood
Buice Center,2.0,2.0,0.0,4,2/26/2021,Other
Collins Hill HS,1.0,1.0,0.0,2,2/26/2021,Collins Hill
Cooper ES,32.0,0.0,3.0,35,2/26/2021,Archer
Corley ES,1.0,0.0,0.0,1,2/26/2021,Berkmar
Creekland MS,3.0,0.0,0.0,3,2/26/2021,Collins Hill
Crews MS,3.0,1.0,0.0,4,2/26/2021,Brookwood
Dacula ES,2.0,0.0,1.0,3,2/26/2021,Dacula
Dacula HS,2.0,0.0,0.0,2,2/26/2021,Dacula
Duluth HS,6.0,1.0,1.0,8,2/26/2021,Duluth
Duluth MS,1.0,0.0,3.0,4,2/26/2021,Duluth
Ferguson ES,3.0,1.0,0.0,4,2/26/2021,Meadowcreek
Five Forks MS,2.0,0.0,0.0,2,2/26/2021,Brookwood
Gwin Oaks ES,3.0,0.0,0.0,3,2/26/2021,Brookwood
"Gwinnett School of Mathematics, Science, and Technology",1.0,0.0,0.0,1,2/26/2021,Discovery
Harbins ES,3.0,2.0,0.0,5,2/26/2021,Archer
Harmony ES,1.0,1.0,0.0,2,2/26/2021,Mill Creek
Head ES,1.0,0.0,0.0,1,2/26/2021,Brookwood
Hopkins ES,1.0,0.0,0.0,1,2/26/2021,Berkmar
Jackson ES,4.0,1.0,0.0,5,2/26/2021,Peachtree Ridge
Jones MS,2.0,0.0,0.0,2,2/26/2021,Mill Creek
Lanier MS,1.0,0.0,0.0,1,2/26/2021,Lanier
Lilburn MS,1.0,0.0,2.0,3,2/26/2021,Meadowcreek
Lovin ES,3.0,0.0,0.0,3,2/26/2021,Archer
Magill ES,17.0,0.0,1.0,18,2/26/2021,South Gwinnett
Mason ES,1.0,0.0,0.0,1,2/26/2021,Peachtree Ridge
McConnell MS,10.0,0.0,1.0,11,2/26/2021,Archer Cluster
Meadowcreek ES,0.0,4.0,0.0,4,2/26/2021,Meadowcreek
Meadowcreek HS,0.0,0.0,1.0,1,2/26/2021,Meadowcreek
Mill Creek HS,4.0,0.0,0.0,4,2/26/2021,Mill Creek
Mountain View HS,3.0,0.0,0.0,3,2/26/2021,Mountain View
Nesbit ES,1.0,0.0,0.0,1,2/26/2021,Meadowcreek
Norcross HS,1.0,0.0,0.0,1,2/26/2021,Norcross
North Gwinnett HS,2.0,0.0,0.0,2,2/26/2021,North Gwinnett
North Gwinnett MS,2.0,0.0,1.0,3,2/26/2021,North Gwinnett
Osborne MS,2.0,0.0,0.0,2,2/26/2021,Mill Creek
Parkview HS,0.0,0.0,4.0,4,2/26/2021,Parkview
Peachtree Ridge HS,1.0,2.0,1.0,4,2/26/2021,Peachtree Ridge
Pharr ES,5.0,0.0,1.0,6,2/26/2021,Grayson
Pinckneyville MS,5.0,0.0,1.0,6,2/26/2021,Norcross
Puckett's Mill ES,12.0,1.0,0.0,13,2/26/2021,Mill Creek
Radloff MS,1.0,0.0,0.0,1,2/26/2021,Meadowcreek
Richards MS,1.0,0.0,0.0,1,2/26/2021,Discovery
Roberts ES,1.0,0.0,0.0,1,2/26/2021,North Gwinnett
Shiloh HS,1.0,1.0,0.0,2,2/26/2021,Shiloh
Shiloh MS,2.0,1.0,0.0,3,2/26/2021,Shiloh
Sweetwater MS,1.0,1.0,0.0,2,2/26/2021,Berkmar
Sycamore ES,1.0,0.0,0.0,1,2/26/2021,Lanier
Taylor ES,11.0,2.0,0.0,13,2/26/2021,Collins Hill
Woodward Mill ES,1.0,2.0,0.0,3,2/26/2021,Mountain View
Archer HS,0.0,1.0,2.0,3,3/26/2021,Archer
Bay Creek MS,7.0,1.0,0.0,8,3/26/2021,Grayson
Berkmar MS,8.0,0.0,1.0,9,3/26/2021,Berkmar
Britt ES,2.0,0.0,0.0,2,3/26/2021,South Gwinnett
Brookwood ES,1.0,0.0,0.0,1,3/26/2021,Brookwood
Brookwood HS,1.0,0.0,0.0,1,3/26/2021,Brookwood
Buice Center,1.0,0.0,0.0,1,3/26/2021,Other
Cedar Hill ES,2.0,0.0,1.0,3,3/26/2021,Discovery
Chattahoochee ES,11.0,1.0,0.0,12,3/26/2021,Duluth
Creekland MS,1.0,0.0,0.0,1,3/26/2021,Collins Hill
Crews MS,1.0,0.0,0.0,1,3/26/2021,Brookwood
Dacula ES,11.0,1.0,0.0,12,3/26/2021,Dacula
Dacula MS,1.0,0.0,0.0,1,3/26/2021,Dacula
Duluth HS,3.0,0.0,0.0,3,3/26/2021,Duluth
Duluth MS,1.0,0.0,1.0,2,3/26/2021,Duluth
Duncan Creek ES,1.0,1.0,0.0,2,3/26/2021,Mill Creek
Grayson HS,8.0,3.0,0.0,11,3/26/2021,Grayson
Gwin Oaks ES,11.0,1.0,0.0,12,3/26/2021,Brookwood
Hopkins ES,2.0,0.0,1.0,3,3/26/2021,Berkmar
International Transition Center,0.0,0.0,1.0,1,3/26/2021,Other
Lanier MS,3.0,0.0,0.0,3,3/26/2021,Lanier
Lilburn ES,1.0,0.0,0.0,1,3/26/2021,Meadowcreek
Lilburn MS,0.0,0.0,1.0,1,3/26/2021,Meadowcreek
Maxwell,1.0,1.0,0.0,2,3/26/2021,Other
McClure Health Science HS,2.0,0.0,0.0,2,3/26/2021,Meadowcreek
McConnell MS,7.0,1.0,0.0,8,3/26/2021,Archer Cluster
Meadowcreek HS,3.0,0.0,0.0,3,3/26/2021,Meadowcreek
Moore MS,1.0,0.0,0.0,1,3/26/2021,Central Gwinnett
Mountain View HS,4.0,0.0,0.0,4,3/26/2021,Mountain View
Norcross HS,2.0,0.0,0.0,2,3/26/2021,Norcross
Norton ES,0.0,1.0,0.0,1,3/26/2021,South Gwinnett
Osborne MS,2.0,0.0,0.0,2,3/26/2021,Mill Creek
Parkview HS,0.0,1.0,0.0,1,3/26/2021,Parkview
Peachtree ES,2.0,0.0,0.0,2,3/26/2021,Norcross
Pinckneyville MS,1.0,0.0,0.0,1,3/26/2021,Norcross
Richards MS,2.0,0.0,1.0,3,3/26/2021,Discovery
Rockbridge ES,4.0,2.0,1.0,7,3/26/2021,Meadowcreek
Shiloh MS,2.0,1.0,0.0,3,3/26/2021,Shiloh
Simpson ES,2.0,0.0,0.0,2,3/26/2021,Norcross
South Gwinnett HS,11.0,0.0,2.0,13,3/26/2021,South Gwinnett
Sugar Hill ES,6.0,2.0,1.0,9,3/26/2021,Lanier
Sweetwater MS,1.0,0.0,0.0,1,3/26/2021,Berkmar
Trickum MS,1.0,2.0,0.0,3,3/26/2021,Parkview
Twin Rivers MS,18.0,1.0,0.0,19,3/26/2021,Mountain View
Winn Holt ES,9.0,0.0,2.0,11,3/26/2021,Central Gwinnett
Baggett ES,,3.0,3.0,3,8/26/2020,Discovery
Berkmar HS,1.0,,1.0,1,8/26/2020,Berkmar
Brookwood HS,1.0,,1.0,1,8/26/2020,Brookwood
Crews MS,,1.0,1.0,1,8/26/2020,Brookwood
Dacula ES,1.0,,1.0,1,8/26/2020,Dacula
Duluth MS,,1.0,1.0,1,8/26/2020,Duluth
Grayson ES,,1.0,1.0,1,8/26/2020,Grayson
Harbins ES,3.0,,3.0,3,8/26/2020,Archer
Jones MS,1.0,3.0,3.0,4,8/26/2020,Mill Creek
Lilburn ES,1.0,,1.0,1,8/26/2020,Meadowcreek
Lilburn MS,1.0,,1.0,1,8/26/2020,Meadowcreek
Meadowcreek ES,,1.0,1.0,1,8/26/2020,Meadowcreek
Meadowcreek HS,,1.0,1.0,1,8/26/2020,Meadowcreek
Mill Creek HS,1.0,,1.0,1,8/26/2020,Mill Creek
Norcross ES,3.0,1.0,1.0,4,8/26/2020,Norcross
Norcross HS,1.0,1.0,1.0,2,8/26/2020,Norcross
Oakland Meadow School,1.0,,1.0,1,8/26/2020,Other
Pharr ES,1.0,,1.0,1,8/26/2020,Grayson
Richards MS,,1.0,1.0,1,8/26/2020,Discovery
Rockbridge ES,2.0,,2.0,2,8/26/2020,Meadowcreek
Rosebud ES,,1.0,1.0,1,8/26/2020,South Gwinnett
Shiloh ES,1.0,2.0,2.0,3,8/26/2020,Shiloh
South Gwinnett HS,1.0,,1.0,1,8/26/2020,South Gwinnett
Winn Holt ES,,1.0,1.0,1,8/26/2020,Central Gwinnett
Alcova ES,2.0,0.0,0.0,2,10/27/2020,Dacula
Alford ES,0.0,0.0,2.0,2,10/27/2020,Discovery
Archer HS,10.0,0.0,4.0,14,10/27/2020,Archer
Bay Creek MS,0.0,0.0,1.0,1,10/27/2020,Grayson
Beaver Ridge ES,1.0,0.0,0.0,1,10/27/2020,Norcross
Benefield ES,1.0,0.0,0.0,1,10/27/2020,Discovery
Berkmar HS,0.0,0.0,1.0,1,10/27/2020,Berkmar
Brookwood HS,1.0,0.0,0.0,1,10/27/2020,Brookwood
Chattahoochee ES,3.0,0.0,2.0,5,10/27/2020,Duluth
Chesney ES,10.0,1.0,0.0,11,10/27/2020,Duluth
Coleman MS,1.0,0.0,0.0,1,10/27/2020,Duluth
Collins Hill HS,1.0,0.0,0.0,1,10/27/2020,Collins Hill
Cooper ES,1.0,0.0,0.0,1,10/27/2020,Archer
Corley ES,1.0,0.0,1.0,2,10/27/2020,Berkmar
Creekland MS,2.0,0.0,0.0,2,10/27/2020,Collins Hill
Crews MS,1.0,0.0,0.0,1,10/27/2020,Brookwood
Dacula ES,0.0,0.0,2.0,2,10/27/2020,Dacula
Dacula MS,2.0,0.0,0.0,2,10/27/2020,Dacula
Discovery HS,0.0,2.0,0.0,2,10/27/2020,Discovery
Duluth HS,3.0,0.0,4.0,7,10/27/2020,Duluth
Duluth MS,2.0,2.0,0.0,4,10/27/2020,Duluth
Duncan Creek ES,12.0,1.0,0.0,13,10/27/2020,Mill Creek
Dyer ES,2.0,0.0,0.0,2,10/27/2020,Mountain View
Five Forks MS,1.0,0.0,0.0,1,10/27/2020,Brookwood
Freeman's Mill ES,5.0,0.0,0.0,5,10/27/2020,Mountain View
Graves ES,2.0,0.0,0.0,2,10/27/2020,Meadowcreek
Grayson HS,1.0,0.0,0.0,1,10/27/2020,Grayson
Harmony ES,3.0,1.0,1.0,5,10/27/2020,Mill Creek
Jenkins ES,4.0,0.0,0.0,4,10/27/2020,Central Gwinnett
Kanoheda ES,1.0,0.0,0.0,1,10/27/2020,Berkmar
Lanier HS,16.0,1.0,0.0,17,10/27/2020,Lanier
Lawrenceville ES,0.0,1.0,0.0,1,10/27/2020,Central Gwinnett
Lilburn ES,4.0,1.0,0.0,5,10/27/2020,Meadowcreek
Maxwell HS of Technology,1.0,0.0,0.0,1,10/27/2020,Other
McKendree ES,0.0,1.0,0.0,1,10/27/2020,Collins Hill
Meadowcreek HS,2.0,0.0,1.0,3,10/27/2020,Meadowcreek
Mill Creek HS,30.0,0.0,0.0,30,10/27/2020,Mill Creek
Mountain View HS,9.0,1.0,0.0,10,10/27/2020,Mountain View
Norcross HS,5.0,2.0,0.0,7,10/27/2020,Norcross
North Gwinnett HS,2.0,0.0,0.0,2,10/27/2020,North Gwinnett
North Gwinnett MS,4.0,0.0,0.0,4,10/27/2020,North Gwinnett
Oakland Meadow School,0.0,1.0,0.0,1,10/27/2020,Other
Osborne MS,2.0,0.0,0.0,2,10/27/2020,Mill Creek
Patrick ES,1.0,0.0,0.0,1,10/27/2020,Mountain View
Peachtree ES,3.0,0.0,0.0,3,10/27/2020,Norcross
Peachtree Ridge HS,0.0,1.0,0.0,1,10/27/2020,Peachtree Ridge
Pinckneyville MS,0.0,0.0,2.0,2,10/27/2020,Norcross
Richards MS,5.0,0.0,2.0,7,10/27/2020,Discovery
Roberts ES,0.0,1.0,1.0,2,10/27/2020,North Gwinnett
Rockbridge ES,0.0,1.0,0.0,1,10/27/2020,Meadowcreek
Shiloh ES,2.0,0.0,0.0,2,10/27/2020,Shiloh
South Gwinnett HS,6.0,0.0,1.0,7,10/27/2020,South Gwinnett
Starling ES,0.0,0.0,1.0,1,10/27/2020,Grayson
Sugar Hill ES,12.0,1.0,0.0,13,10/27/2020,Lanier
Summerour MS,1.0,0.0,0.0,1,10/27/2020,Norcross
Sweetwater MS,2.0,1.0,0.0,3,10/27/2020,Berkmar
Woodward Mill ES,0.0,1.0,2.0,3,10/27/2020,Mountain View
Alcova ES,2.0,0.0,0.0,2,1/27/2021,Dacula
Arcado ES,2.0,0.0,0.0,2,1/27/2021,Parkview
Archer HS,22.0,1.0,2.0,25,1/27/2021,Archer
Baggett ES,3.0,1.0,0.0,4,1/27/2021,Discovery
Baldwin ES,1.0,0.0,0.0,1,1/27/2021,Norcross
Beaver Ridge ES,1.0,1.0,0.0,2,1/27/2021,Norcross
Berkmar HS,14.0,2.0,0.0,16,1/27/2021,Berkmar
Berkmar MS,8.0,3.0,1.0,12,1/27/2021,Berkmar
Brookwood HS,12.0,7.0,2.0,21,1/27/2021,Brookwood
Camp Creek ES,7.0,0.0,0.0,7,1/27/2021,Parkview
