school,close_contact,positive_case,suspected_case,total,date,cluster
Discovery HS,12.0,0.0,0.0,12,10/21/2020,Discovery
Duluth HS,24.0,4.0,5.0,33,10/21/2020,Duluth
Duluth MS,3.0,0.0,7.0,10,10/21/2020,Duluth
Duncan Creek ES,27.0,2.0,0.0,29,10/21/2020,Mill Creek
Dyer ES,13.0,0.0,1.0,14,10/21/2020,Mountain View
Ferguson ES,1.0,0.0,0.0,1,10/21/2020,Meadowcreek
Five Forks MS,20.0,1.0,0.0,21,10/21/2020,Brookwood
Fort Daniel ES,5.0,0.0,0.0,5,10/21/2020,Mill Creek
Freeman's Mill ES,5.0,3.0,0.0,8,10/21/2020,Mountain View
GIVE East,1.0,0.0,1.0,2,10/21/2020,Other
GIVE West,0.0,0.0,1.0,1,10/21/2020,Other
Grace Snell MS,1.0,0.0,0.0,1,10/21/2020,South Gwinnett
Graves ES,0.0,0.0,1.0,1,10/21/2020,Meadowcreek
Grayson ES,0.0,0.0,1.0,1,10/21/2020,Grayson
Grayson HS,12.0,2.0,0.0,14,10/21/2020,Grayson
Gwin Oaks ES,1.0,1.0,0.0,2,10/21/2020,Brookwood
Gwinnett Online Campus,0.0,0.0,0.0,0,10/21/2020,Other
"Gwinnett School of Mathematics, Science, and Technology",2.0,0.0,0.0,2,10/21/2020,Discovery
Harbins ES,6.0,0.0,1.0,7,10/21/2020,Archer
Harmony ES,1.0,0.0,0.0,1,10/21/2020,Mill Creek
Harris ES,2.0,0.0,0.0,2,10/21/2020,Duluth
Head ES,1.0,0.0,0.0,1,10/21/2020,Brookwood
Hopkins ES,2.0,0.0,0.0,2,10/21/2020,Berkmar
Hull MS,22.0,1.0,1.0,24,10/21/2020,Peachtree Ridge
International Transition Center,0.0,0.0,2.0,2,10/21/2020,Other
Ivy Creek ES,6.0,2.0,1.0,9,10/21/2020,Mill Creek
Jackson ES,12.0,1.0,0.0,13,10/21/2020,Peachtree Ridge
Jenkins ES,1.0,0.0,0.0,1,10/21/2020,Central Gwinnett
Jones MS,8.0,0.0,0.0,8,10/21/2020,Mill Creek
Jordan MS,8.0,1.0,3.0,12,10/21/2020,Central Gwinnett
Kanoheda ES,2.0,0.0,4.0,6,10/21/2020,Berkmar
Knight ES,14.0,0.0,3.0,17,10/21/2020,Parkview
Lanier HS,5.0,0.0,0.0,5,10/21/2020,Lanier
Lanier MS,1.0,0.0,0.0,1,10/21/2020,Lanier
Lawrenceville ES,0.0,0.0,0.0,0,10/21/2020,Central Gwinnett
Level Creek ES,12.0,0.0,0.0,12,10/21/2020,North Gwinnett
Lilburn ES,7.0,0.0,0.0,7,10/21/2020,Meadowcreek
Lilburn MS,27.0,1.0,0.0,28,10/21/2020,Meadowcreek
Lovin ES,5.0,0.0,0.0,5,10/21/2020,Archer
Magill ES,1.0,0.0,0.0,1,10/21/2020,South Gwinnett
Mason ES,3.0,1.0,0.0,4,10/21/2020,Peachtree Ridge
Maxwell HS of Technology,1.0,0.0,0.0,1,10/21/2020,Other
McClure Health Science HS,5.0,0.0,2.0,7,10/21/2020,Meadowcreek
McConnell MS,3.0,0.0,1.0,4,10/21/2020,Archer Cluster
McKendree ES,0.0,0.0,0.0,0,10/21/2020,Collins Hill
Meadowcreek ES,4.0,1.0,0.0,5,10/21/2020,Meadowcreek
Meadowcreek HS,8.0,0.0,5.0,13,10/21/2020,Meadowcreek
Mill Creek HS,48.0,1.0,0.0,49,10/21/2020,Mill Creek
Minor ES,2.0,0.0,0.0,2,10/21/2020,Berkmar
Moore MS,1.0,1.0,0.0,2,10/21/2020,Central Gwinnett
Mountain Park ES,0.0,0.0,0.0,0,10/21/2020,Parkview
Mountain View HS,19.0,0.0,2.0,21,10/21/2020,Mountain View
Mulberry ES,0.0,0.0,0.0,0,10/21/2020,Dacula
Nesbit ES,1.0,0.0,0.0,1,10/21/2020,Meadowcreek
Norcross ES,2.0,0.0,0.0,2,10/21/2020,Norcross
Norcross HS,12.0,0.0,0.0,12,10/21/2020,Norcross
North Gwinnett HS,35.0,4.0,5.0,44,10/21/2020,North Gwinnett
North Gwinnett MS,4.0,0.0,1.0,5,10/21/2020,North Gwinnett
Northbrook MS,5.0,0.0,2.0,7,10/21/2020,Peachtree Ridge
Norton ES,6.0,0.0,0.0,6,10/21/2020,South Gwinnett
Oakland Meadow School,0.0,0.0,2.0,2,10/21/2020,Other
Osborne MS,5.0,0.0,0.0,5,10/21/2020,Mill Creek
Parkview HS,6.0,0.0,4.0,10,10/21/2020,Parkview
Parsons ES,2.0,0.0,0.0,2,10/21/2020,Peachtree Ridge
Partee ES,9.0,0.0,0.0,9,10/21/2020,Shiloh
Patrick ES,0.0,0.0,0.0,0,10/21/2020,Mountain View
Paul Duke STEM HS,1.0,1.0,1.0,3,10/21/2020,Norcross
Peachtree ES,11.0,1.0,8.0,20,10/21/2020,Norcross
Peachtree Ridge HS,3.0,1.0,3.0,7,10/21/2020,Peachtree Ridge
Pharr ES,3.0,0.0,0.0,3,10/21/2020,Grayson
Phoenix HS,0.0,0.0,0.0,0,10/21/2020,Other
Pinckneyville MS,13.0,0.0,1.0,14,10/21/2020,Norcross
Puckett's Mill ES,5.0,1.0,0.0,6,10/21/2020,Mill Creek
Radloff MS,5.0,0.0,2.0,7,10/21/2020,Meadowcreek
Richards MS,4.0,0.0,4.0,8,10/21/2020,Discovery
Riverside ES,4.0,0.0,0.0,4,10/21/2020,North Gwinnett
Roberts ES,2.0,0.0,0.0,2,10/21/2020,North Gwinnett
Rock Springs ES,0.0,0.0,0.0,0,10/21/2020,Collins Hill
Rockbridge ES,3.0,0.0,0.0,3,10/21/2020,Meadowcreek
Rosebud ES,0.0,0.0,0.0,0,10/21/2020,South Gwinnett
Shiloh ES,3.0,0.0,0.0,3,10/21/2020,Shiloh
Shiloh HS,1.0,0.0,2.0,3,10/21/2020,Shiloh
