school,close_contact,positive_case,suspected_case,total,date,cluster
Minor ES,0.0,0.0,0.0,0,3/31/2021,Berkmar
Moore MS,1.0,0.0,0.0,1,3/31/2021,Central Gwinnett
Mountain Park ES,2.0,0.0,0.0,2,3/31/2021,Parkview
Mountain View HS,74.0,8.0,2.0,84,3/31/2021,Mountain View
Mulberry ES,1.0,0.0,1.0,2,3/31/2021,Dacula
Nesbit ES,0.0,0.0,1.0,1,3/31/2021,Meadowcreek
Norcross ES,1.0,0.0,0.0,1,3/31/2021,Norcross
Norcross HS,8.0,1.0,0.0,9,3/31/2021,Norcross
North Gwinnett HS,1.0,0.0,1.0,2,3/31/2021,North Gwinnett
North Gwinnett MS,1.0,1.0,0.0,2,3/31/2021,North Gwinnett
Northbrook MS,1.0,0.0,0.0,1,3/31/2021,Peachtree Ridge
Norton ES,1.0,1.0,0.0,2,3/31/2021,South Gwinnett
Oakland Meadow School,1.0,0.0,0.0,1,3/31/2021,Other
Osborne MS,4.0,1.0,0.0,5,3/31/2021,Mill Creek
Parkview HS,11.0,3.0,1.0,15,3/31/2021,Parkview
Parsons ES,1.0,0.0,0.0,1,3/31/2021,Peachtree Ridge
Partee ES,0.0,0.0,0.0,0,3/31/2021,Shiloh
Patrick ES,0.0,0.0,0.0,0,3/31/2021,Mountain View
Paul Duke STEM HS,0.0,0.0,0.0,0,3/31/2021,Norcross
Peachtree ES,16.0,0.0,5.0,21,3/31/2021,Norcross
Peachtree Ridge HS,1.0,0.0,0.0,1,3/31/2021,Peachtree Ridge
Pharr ES,7.0,0.0,2.0,9,3/31/2021,Grayson
Phoenix HS,0.0,0.0,0.0,0,3/31/2021,Other
Pinckneyville MS,2.0,0.0,1.0,3,3/31/2021,Norcross
Puckett's Mill ES,3.0,0.0,1.0,4,3/31/2021,Mill Creek
Radloff MS,1.0,2.0,0.0,3,3/31/2021,Meadowcreek
Richards MS,16.0,0.0,11.0,27,3/31/2021,Discovery
Riverside ES,1.0,0.0,0.0,1,3/31/2021,North Gwinnett
Roberts ES,3.0,0.0,0.0,3,3/31/2021,North Gwinnett
Rock Springs ES,0.0,0.0,0.0,0,3/31/2021,Collins Hill
Rockbridge ES,22.0,2.0,1.0,25,3/31/2021,Meadowcreek
Rosebud ES,6.0,0.0,0.0,6,3/31/2021,South Gwinnett
Shiloh ES,0.0,0.0,0.0,0,3/31/2021,Shiloh
Shiloh HS,2.0,1.0,1.0,4,3/31/2021,Shiloh
Shiloh MS,4.0,1.0,0.0,5,3/31/2021,Shiloh
Simonton ES,56.0,2.0,0.0,58,3/31/2021,Central Gwinnett
Simpson ES,2.0,0.0,0.0,2,3/31/2021,Norcross
Snellville MS,1.0,0.0,0.0,1,3/31/2021,South Gwinnett
South Gwinnett HS,12.0,0.0,3.0,15,3/31/2021,South Gwinnett
Starling ES,2.0,0.0,0.0,2,3/31/2021,Grayson
Stripling ES,2.0,0.0,2.0,4,3/31/2021,Norcross
Sugar Hill ES,12.0,2.0,3.0,17,3/31/2021,Lanier
Summerour MS,0.0,0.0,0.0,0,3/31/2021,Norcross
Suwanee ES,0.0,0.0,0.0,0,3/31/2021,North Gwinnett
Sweetwater MS,6.0,2.0,0.0,8,3/31/2021,Berkmar
Sycamore ES,2.0,0.0,0.0,2,3/31/2021,Lanier
Taylor ES,3.0,0.0,0.0,3,3/31/2021,Collins Hill
Trickum MS,4.0,4.0,0.0,8,3/31/2021,Parkview
Trip ES,34.0,0.0,1.0,35,3/31/2021,Grayson
Twin Rivers MS,62.0,3.0,1.0,66,3/31/2021,Mountain View
Walnut Grove ES,0.0,0.0,0.0,0,3/31/2021,Collins Hill
White Oak ES,0.0,0.0,1.0,1,3/31/2021,Lanier
Winn Holt ES,10.0,0.0,3.0,13,3/31/2021,Central Gwinnett
Woodward Mill ES,1.0,0.0,0.0,1,3/31/2021,Mountain View
Alcova ES,0.0,0.0,4.0,4,8/31/2020,Dacula
Alford ES,2.0,0.0,0.0,2,8/31/2020,Discovery
Anderson-Livsey ES,0.0,1.0,0.0,1,8/31/2020,Shiloh
Annistown ES,1.0,0.0,1.0,2,8/31/2020,Shiloh
Arcado ES,0.0,0.0,1.0,1,8/31/2020,Parkview
Archer HS,5.0,0.0,0.0,5,8/31/2020,Archer
Baggett ES,2.0,0.0,3.0,5,8/31/2020,Discovery
Baldwin ES,0.0,0.0,0.0,0,8/31/2020,Norcross
Bay Creek MS,0.0,0.0,3.0,3,8/31/2020,Grayson
Beaver Ridge ES,0.0,0.0,0.0,0,8/31/2020,Norcross
Benefield ES,1.0,0.0,4.0,5,8/31/2020,Discovery
Berkeley Lake ES,0.0,0.0,4.0,4,8/31/2020,Duluth
Berkmar HS,8.0,0.0,1.0,9,8/31/2020,Berkmar
Berkmar MS,0.0,0.0,0.0,0,8/31/2020,Berkmar
Bethesda ES,2.0,0.0,0.0,2,8/31/2020,Berkmar
Britt ES,0.0,0.0,0.0,0,8/31/2020,South Gwinnett
Brookwood ES,1.0,0.0,0.0,1,8/31/2020,Brookwood
Brookwood HS,2.0,0.0,2.0,4,8/31/2020,Brookwood
Buice Center,6.0,0.0,15.0,21,8/31/2020,Other
Burnette ES,0.0,0.0,0.0,0,8/31/2020,North Gwinnett
Camp Creek ES,0.0,0.0,1.0,1,8/31/2020,Parkview
Cedar Hill ES,1.0,0.0,2.0,3,8/31/2020,Discovery
Centerville ES,0.0,0.0,1.0,1,8/31/2020,Shiloh
Central Gwinnett HS,2.0,0.0,0.0,2,8/31/2020,Central Gwinnett
Chattahoochee ES,5.0,0.0,1.0,6,8/31/2020,Duluth
Chesney ES,0.0,0.0,0.0,0,8/31/2020,Duluth
Coleman MS,0.0,0.0,0.0,0,8/31/2020,Duluth
Collins Hill HS,2.0,0.0,0.0,2,8/31/2020,Collins Hill
Cooper ES,3.0,0.0,1.0,4,8/31/2020,Archer
Corley ES,0.0,0.0,0.0,0,8/31/2020,Berkmar
Couch MS,1.0,0.0,0.0,1,8/31/2020,Grayson
Craig ES,0.0,0.0,0.0,0,8/31/2020,Brookwood
Creekland MS,3.0,0.0,2.0,5,8/31/2020,Collins Hill
Crews MS,0.0,0.0,1.0,1,8/31/2020,Brookwood
Dacula ES,3.0,0.0,0.0,3,8/31/2020,Dacula
Dacula HS,1.0,0.0,0.0,1,8/31/2020,Dacula
Dacula MS,1.0,1.0,0.0,2,8/31/2020,Dacula
Discovery HS,0.0,0.0,3.0,3,8/31/2020,Discovery
Duluth HS,12.0,0.0,4.0,16,8/31/2020,Duluth
Duluth MS,7.0,0.0,2.0,9,8/31/2020,Duluth
Duncan Creek ES,9.0,1.0,1.0,11,8/31/2020,Mill Creek
Dyer ES,7.0,0.0,4.0,11,8/31/2020,Mountain View
Ferguson ES,1.0,0.0,1.0,2,8/31/2020,Meadowcreek
Five Forks MS,1.0,0.0,0.0,1,8/31/2020,Brookwood
Fort Daniel ES,1.0,0.0,1.0,2,8/31/2020,Mill Creek
Freeman's Mill ES,4.0,0.0,2.0,6,8/31/2020,Mountain View
GIVE East,2.0,0.0,1.0,3,8/31/2020,Other
GIVE West,2.0,0.0,1.0,3,8/31/2020,Other
Grace Snell MS,3.0,1.0,0.0,4,8/31/2020,South Gwinnett
Graves ES,3.0,0.0,0.0,3,8/31/2020,Meadowcreek
Grayson ES,0.0,0.0,1.0,1,8/31/2020,Grayson
Grayson HS,0.0,0.0,0.0,0,8/31/2020,Grayson
Gwin Oaks ES,3.0,0.0,1.0,4,8/31/2020,Brookwood
Gwinnett Online Campus,1.0,0.0,0.0,1,8/31/2020,Other
"Gwinnett School of Mathematics, Science, and Technology",0.0,0.0,0.0,0,8/31/2020,Discovery
Harbins ES,8.0,0.0,1.0,9,8/31/2020,Archer
Harmony ES,0.0,0.0,0.0,0,8/31/2020,Mill Creek
Harris ES,1.0,0.0,0.0,1,8/31/2020,Duluth
Head ES,1.0,0.0,1.0,2,8/31/2020,Brookwood
Hopkins ES,0.0,1.0,0.0,1,8/31/2020,Berkmar
Hull MS,1.0,1.0,2.0,4,8/31/2020,Peachtree Ridge
International Transition Center,0.0,0.0,0.0,0,8/31/2020,Other
Ivy Creek ES,2.0,1.0,2.0,5,8/31/2020,Mill Creek
Jackson ES,1.0,0.0,0.0,1,8/31/2020,Peachtree Ridge
Jenkins ES,0.0,0.0,0.0,0,8/31/2020,Central Gwinnett
Jones MS,3.0,0.0,3.0,6,8/31/2020,Mill Creek
Jordan MS,3.0,2.0,5.0,10,8/31/2020,Central Gwinnett
Kanoheda ES,1.0,0.0,2.0,3,8/31/2020,Berkmar
Knight ES,1.0,0.0,0.0,1,8/31/2020,Parkview
Lanier HS,2.0,0.0,1.0,3,8/31/2020,Lanier
Lanier MS,0.0,0.0,0.0,0,8/31/2020,Lanier
Lawrenceville ES,5.0,0.0,1.0,6,8/31/2020,Central Gwinnett
Level Creek ES,0.0,0.0,0.0,0,8/31/2020,North Gwinnett
Lilburn ES,2.0,0.0,0.0,2,8/31/2020,Meadowcreek
Lilburn MS,16.0,0.0,8.0,24,8/31/2020,Meadowcreek
Lovin ES,0.0,0.0,0.0,0,8/31/2020,Archer
Magill ES,5.0,0.0,0.0,5,8/31/2020,South Gwinnett
Mason ES,0.0,0.0,1.0,1,8/31/2020,Peachtree Ridge
Maxwell HS of Technology,1.0,0.0,0.0,1,8/31/2020,Other
McClure Health Science HS,0.0,0.0,1.0,1,8/31/2020,Meadowcreek
McConnell MS,0.0,0.0,1.0,1,8/31/2020,Archer Cluster
McKendree ES,0.0,0.0,0.0,0,8/31/2020,Collins Hill
Meadowcreek ES,1.0,0.0,1.0,2,8/31/2020,Meadowcreek
Meadowcreek HS,2.0,0.0,7.0,9,8/31/2020,Meadowcreek
Mill Creek HS,1.0,0.0,1.0,2,8/31/2020,Mill Creek
Minor ES,2.0,0.0,1.0,3,8/31/2020,Berkmar
Moore MS,1.0,0.0,0.0,1,8/31/2020,Central Gwinnett
Mountain Park ES,0.0,0.0,0.0,0,8/31/2020,Parkview
Mountain View HS,9.0,0.0,3.0,12,8/31/2020,Mountain View
Mulberry ES,5.0,0.0,5.0,10,8/31/2020,Dacula
Nesbit ES,0.0,0.0,0.0,0,8/31/2020,Meadowcreek
Norcross ES,4.0,0.0,1.0,5,8/31/2020,Norcross
Norcross HS,2.0,0.0,2.0,4,8/31/2020,Norcross
North Gwinnett HS,3.0,2.0,2.0,7,8/31/2020,North Gwinnett
North Gwinnett MS,1.0,0.0,1.0,2,8/31/2020,North Gwinnett
Northbrook MS,0.0,1.0,0.0,1,8/31/2020,Peachtree Ridge
Norton ES,1.0,0.0,1.0,2,8/31/2020,South Gwinnett
Oakland Meadow School,5.0,0.0,2.0,7,8/31/2020,Other
Osborne MS,3.0,0.0,0.0,3,8/31/2020,Mill Creek
Parkview HS,1.0,1.0,3.0,5,8/31/2020,Parkview
Parsons ES,0.0,0.0,0.0,0,8/31/2020,Peachtree Ridge
Partee ES,1.0,0.0,0.0,1,8/31/2020,Shiloh
Patrick ES,0.0,0.0,0.0,0,8/31/2020,Mountain View
Paul Duke STEM HS,0.0,0.0,0.0,0,8/31/2020,Norcross
Peachtree ES,5.0,0.0,1.0,6,8/31/2020,Norcross
Peachtree Ridge HS,0.0,1.0,2.0,3,8/31/2020,Peachtree Ridge
Pharr ES,6.0,0.0,0.0,6,8/31/2020,Grayson
Phoenix HS,0.0,0.0,1.0,1,8/31/2020,Other
Pinckneyville MS,1.0,0.0,1.0,2,8/31/2020,Norcross
Puckett's Mill ES,4.0,0.0,3.0,7,8/31/2020,Mill Creek
Radloff MS,1.0,0.0,0.0,1,8/31/2020,Meadowcreek
Richards MS,7.0,0.0,5.0,12,8/31/2020,Discovery
Riverside ES,1.0,0.0,0.0,1,8/31/2020,North Gwinnett
Roberts ES,0.0,1.0,1.0,2,8/31/2020,North Gwinnett
Rock Springs ES,1.0,0.0,2.0,3,8/31/2020,Collins Hill
Rockbridge ES,3.0,0.0,0.0,3,8/31/2020,Meadowcreek
Rosebud ES,0.0,0.0,1.0,1,8/31/2020,South Gwinnett
Shiloh ES,2.0,1.0,2.0,5,8/31/2020,Shiloh
Shiloh HS,27.0,0.0,2.0,29,8/31/2020,Shiloh
Shiloh MS,0.0,0.0,0.0,0,8/31/2020,Shiloh
Simonton ES,0.0,1.0,0.0,1,8/31/2020,Central Gwinnett
Simpson ES,0.0,0.0,0.0,0,8/31/2020,Norcross
Snellville MS,1.0,0.0,1.0,2,8/31/2020,South Gwinnett
South Gwinnett HS,4.0,0.0,1.0,5,8/31/2020,South Gwinnett
Starling ES,0.0,0.0,0.0,0,8/31/2020,Grayson
Stripling ES,0.0,0.0,4.0,4,8/31/2020,Norcross
Sugar Hill ES,1.0,0.0,0.0,1,8/31/2020,Lanier
Summerour MS,2.0,0.0,1.0,3,8/31/2020,Norcross
Suwanee ES,0.0,0.0,0.0,0,8/31/2020,North Gwinnett
Sweetwater MS,0.0,1.0,1.0,2,8/31/2020,Berkmar
Sycamore ES,2.0,0.0,1.0,3,8/31/2020,Lanier
Taylor ES,0.0,0.0,2.0,2,8/31/2020,Collins Hill
Trickum MS,0.0,0.0,1.0,1,8/31/2020,Parkview
Trip ES,0.0,0.0,1.0,1,8/31/2020,Grayson
Twin Rivers MS,26.0,0.0,2.0,28,8/31/2020,Mountain View
Walnut Grove ES,2.0,0.0,0.0,2,8/31/2020,Collins Hill
White Oak ES,1.0,0.0,0.0,1,8/31/2020,Lanier
Winn Holt ES,14.0,0.0,6.0,20,8/31/2020,Central Gwinnett
Woodward Mill ES,4.0,0.0,1.0,5,8/31/2020,Mountain View
Alcova ES,29.0,2.0,4.0,35,11/3/2020,Dacula
Alford ES,29.0,0.0,3.0,32,11/3/2020,Discovery
Anderson-Livsey ES,0.0,0.0,0.0,0,11/3/2020,Shiloh
Annistown ES,3.0,0.0,0.0,3,11/3/2020,Shiloh
Arcado ES,1.0,0.0,0.0,1,11/3/2020,Parkview
Archer HS,43.0,0.0,4.0,47,11/3/2020,Archer
Baggett ES,1.0,0.0,0.0,1,11/3/2020,Discovery
Baldwin ES,1.0,0.0,0.0,1,11/3/2020,Norcross
Bay Creek MS,3.0,0.0,1.0,4,11/3/2020,Grayson
Beaver Ridge ES,3.0,0.0,0.0,3,11/3/2020,Norcross
Benefield ES,2.0,0.0,0.0,2,11/3/2020,Discovery
Berkeley Lake ES,0.0,0.0,0.0,0,11/3/2020,Duluth
Berkmar HS,9.0,0.0,1.0,10,11/3/2020,Berkmar
Berkmar MS,11.0,2.0,0.0,13,11/3/2020,Berkmar
Bethesda ES,4.0,0.0,0.0,4,11/3/2020,Berkmar
Britt ES,0.0,0.0,0.0,0,11/3/2020,South Gwinnett
Brookwood ES,1.0,1.0,0.0,2,11/3/2020,Brookwood
Brookwood HS,54.0,4.0,1.0,59,11/3/2020,Brookwood
Buice Center,2.0,1.0,0.0,3,11/3/2020,Other
Burnette ES,2.0,0.0,1.0,3,11/3/2020,North Gwinnett
Camp Creek ES,14.0,1.0,0.0,15,11/3/2020,Parkview
Cedar Hill ES,7.0,1.0,0.0,8,11/3/2020,Discovery
Centerville ES,1.0,0.0,0.0,1,11/3/2020,Shiloh
Central Gwinnett HS,11.0,2.0,0.0,13,11/3/2020,Central Gwinnett
Chattahoochee ES,13.0,0.0,3.0,16,11/3/2020,Duluth
Chesney ES,11.0,2.0,0.0,13,11/3/2020,Duluth
Coleman MS,3.0,0.0,1.0,4,11/3/2020,Duluth
Collins Hill HS,19.0,2.0,0.0,21,11/3/2020,Collins Hill
Cooper ES,9.0,1.0,0.0,10,11/3/2020,Archer
Corley ES,1.0,0.0,0.0,1,11/3/2020,Berkmar
Couch MS,1.0,0.0,0.0,1,11/3/2020,Grayson
Craig ES,1.0,1.0,0.0,2,11/3/2020,Brookwood
Creekland MS,4.0,0.0,0.0,4,11/3/2020,Collins Hill
Crews MS,1.0,0.0,0.0,1,11/3/2020,Brookwood
Dacula ES,2.0,0.0,2.0,4,11/3/2020,Dacula
Dacula HS,30.0,2.0,3.0,35,11/3/2020,Dacula
Dacula MS,25.0,1.0,0.0,26,11/3/2020,Dacula
Discovery HS,2.0,1.0,0.0,3,11/3/2020,Discovery
Duluth HS,9.0,1.0,3.0,13,11/3/2020,Duluth
Duluth MS,12.0,3.0,2.0,17,11/3/2020,Duluth
Duncan Creek ES,15.0,1.0,0.0,16,11/3/2020,Mill Creek
Dyer ES,4.0,0.0,0.0,4,11/3/2020,Mountain View
Ferguson ES,1.0,0.0,0.0,1,11/3/2020,Meadowcreek
Five Forks MS,4.0,2.0,0.0,6,11/3/2020,Brookwood
Fort Daniel ES,1.0,0.0,0.0,1,11/3/2020,Mill Creek
Freeman's Mill ES,6.0,1.0,0.0,7,11/3/2020,Mountain View
GIVE East,0.0,0.0,0.0,0,11/3/2020,Other
GIVE West,0.0,0.0,0.0,0,11/3/2020,Other
Grace Snell MS,8.0,1.0,0.0,9,11/3/2020,South Gwinnett
Graves ES,2.0,1.0,0.0,3,11/3/2020,Meadowcreek
Grayson ES,0.0,0.0,0.0,0,11/3/2020,Grayson
Grayson HS,13.0,0.0,0.0,13,11/3/2020,Grayson
Gwin Oaks ES,2.0,0.0,1.0,3,11/3/2020,Brookwood
Gwinnett Online Campus,0.0,0.0,0.0,0,11/3/2020,Other
"Gwinnett School of Mathematics, Science, and Technology",0.0,0.0,0.0,0,11/3/2020,Discovery
Harbins ES,17.0,0.0,0.0,17,11/3/2020,Archer
Harmony ES,4.0,1.0,1.0,6,11/3/2020,Mill Creek
Harris ES,7.0,1.0,1.0,9,11/3/2020,Duluth
Head ES,0.0,0.0,0.0,0,11/3/2020,Brookwood
Hopkins ES,4.0,0.0,1.0,5,11/3/2020,Berkmar
Hull MS,0.0,0.0,1.0,1,11/3/2020,Peachtree Ridge
International Transition Center,1.0,0.0,0.0,1,11/3/2020,Other
Ivy Creek ES,3.0,0.0,1.0,4,11/3/2020,Mill Creek
Jackson ES,3.0,1.0,0.0,4,11/3/2020,Peachtree Ridge
Jenkins ES,3.0,0.0,0.0,3,11/3/2020,Central Gwinnett
Jones MS,4.0,0.0,0.0,4,11/3/2020,Mill Creek
Jordan MS,0.0,0.0,2.0,2,11/3/2020,Central Gwinnett
Kanoheda ES,2.0,0.0,0.0,2,11/3/2020,Berkmar
Knight ES,10.0,0.0,3.0,13,11/3/2020,Parkview
Lanier HS,20.0,1.0,1.0,22,11/3/2020,Lanier
Lanier MS,13.0,1.0,0.0,14,11/3/2020,Lanier
Lawrenceville ES,0.0,1.0,0.0,1,11/3/2020,Central Gwinnett
Level Creek ES,2.0,0.0,0.0,2,11/3/2020,North Gwinnett
Lilburn ES,5.0,1.0,0.0,6,11/3/2020,Meadowcreek
Lilburn MS,0.0,1.0,0.0,1,11/3/2020,Meadowcreek
Lovin ES,1.0,0.0,0.0,1,11/3/2020,Archer
Magill ES,8.0,0.0,1.0,9,11/3/2020,South Gwinnett
Mason ES,4.0,1.0,0.0,5,11/3/2020,Peachtree Ridge
Maxwell HS of Technology,2.0,0.0,1.0,3,11/3/2020,Other
McClure Health Science HS,1.0,0.0,1.0,2,11/3/2020,Meadowcreek
McConnell MS,6.0,0.0,1.0,7,11/3/2020,Archer Cluster
McKendree ES,0.0,0.0,0.0,0,11/3/2020,Collins Hill
Meadowcreek ES,1.0,0.0,1.0,2,11/3/2020,Meadowcreek
Meadowcreek HS,6.0,0.0,3.0,9,11/3/2020,Meadowcreek
Mill Creek HS,55.0,0.0,0.0,55,11/3/2020,Mill Creek
Minor ES,2.0,0.0,0.0,2,11/3/2020,Berkmar
Moore MS,2.0,0.0,0.0,2,11/3/2020,Central Gwinnett
Mountain Park ES,0.0,0.0,0.0,0,11/3/2020,Parkview
Mountain View HS,50.0,2.0,1.0,53,11/3/2020,Mountain View
Mulberry ES,0.0,0.0,0.0,0,11/3/2020,Dacula
Nesbit ES,0.0,1.0,1.0,2,11/3/2020,Meadowcreek
Norcross ES,1.0,0.0,0.0,1,11/3/2020,Norcross
Norcross HS,11.0,1.0,0.0,12,11/3/2020,Norcross
North Gwinnett HS,14.0,2.0,0.0,16,11/3/2020,North Gwinnett
North Gwinnett MS,41.0,0.0,0.0,41,11/3/2020,North Gwinnett
Northbrook MS,13.0,0.0,1.0,14,11/3/2020,Peachtree Ridge
Norton ES,5.0,0.0,0.0,5,11/3/2020,South Gwinnett
Oakland Meadow School,0.0,0.0,1.0,1,11/3/2020,Other
Osborne MS,77.0,2.0,0.0,79,11/3/2020,Mill Creek
Parkview HS,5.0,1.0,0.0,6,11/3/2020,Parkview
Parsons ES,0.0,0.0,0.0,0,11/3/2020,Peachtree Ridge
Partee ES,0.0,0.0,0.0,0,11/3/2020,Shiloh
Patrick ES,1.0,1.0,0.0,2,11/3/2020,Mountain View
Paul Duke STEM HS,1.0,0.0,1.0,2,11/3/2020,Norcross
Peachtree ES,32.0,1.0,7.0,40,11/3/2020,Norcross
Peachtree Ridge HS,2.0,2.0,1.0,5,11/3/2020,Peachtree Ridge
Pharr ES,0.0,0.0,0.0,0,11/3/2020,Grayson
Phoenix HS,0.0,0.0,0.0,0,11/3/2020,Other
Pinckneyville MS,0.0,0.0,3.0,3,11/3/2020,Norcross
Puckett's Mill ES,6.0,1.0,0.0,7,11/3/2020,Mill Creek
Radloff MS,1.0,0.0,1.0,2,11/3/2020,Meadowcreek
Richards MS,38.0,1.0,14.0,53,11/3/2020,Discovery
Riverside ES,5.0,0.0,0.0,5,11/3/2020,North Gwinnett
Roberts ES,1.0,1.0,1.0,3,11/3/2020,North Gwinnett
Rock Springs ES,0.0,0.0,0.0,0,11/3/2020,Collins Hill
Rockbridge ES,0.0,1.0,0.0,1,11/3/2020,Meadowcreek
Rosebud ES,0.0,0.0,0.0,0,11/3/2020,South Gwinnett
Shiloh ES,4.0,0.0,2.0,6,11/3/2020,Shiloh
Shiloh HS,1.0,0.0,0.0,1,11/3/2020,Shiloh
Shiloh MS,0.0,0.0,0.0,0,11/3/2020,Shiloh
Simonton ES,2.0,0.0,0.0,2,11/3/2020,Central Gwinnett
Simpson ES,21.0,1.0,0.0,22,11/3/2020,Norcross
Snellville MS,0.0,0.0,0.0,0,11/3/2020,South Gwinnett
South Gwinnett HS,8.0,0.0,2.0,10,11/3/2020,South Gwinnett
Starling ES,8.0,1.0,1.0,10,11/3/2020,Grayson
Stripling ES,0.0,0.0,1.0,1,11/3/2020,Norcross
Sugar Hill ES,12.0,1.0,0.0,13,11/3/2020,Lanier
Summerour MS,4.0,0.0,0.0,4,11/3/2020,Norcross
Suwanee ES,0.0,0.0,0.0,0,11/3/2020,North Gwinnett
Sweetwater MS,10.0,3.0,0.0,13,11/3/2020,Berkmar
Sycamore ES,0.0,0.0,0.0,0,11/3/2020,Lanier
Taylor ES,0.0,0.0,0.0,0,11/3/2020,Collins Hill
Trickum MS,11.0,2.0,0.0,13,11/3/2020,Parkview
Trip ES,0.0,0.0,0.0,0,11/3/2020,Grayson
Twin Rivers MS,3.0,1.0,0.0,4,11/3/2020,Mountain View
Walnut Grove ES,3.0,0.0,1.0,4,11/3/2020,Collins Hill
White Oak ES,26.0,1.0,0.0,27,11/3/2020,Lanier
Winn Holt ES,1.0,0.0,1.0,2,11/3/2020,Central Gwinnett
Woodward Mill ES,6.0,1.0,3.0,10,11/3/2020,Mountain View
Alcova ES,7.0,0.0,0.0,7,12/3/2020,Dacula
Alford ES,2.0,0.0,0.0,2,12/3/2020,Discovery
Anderson-Livsey ES,1.0,0.0,0.0,1,12/3/2020,Shiloh
Annistown ES,3.0,1.0,0.0,4,12/3/2020,Shiloh
Arcado ES,65.0,3.0,2.0,70,12/3/2020,Parkview
Archer HS,65.0,2.0,9.0,76,12/3/2020,Archer
Baggett ES,6.0,1.0,0.0,7,12/3/2020,Discovery
Baldwin ES,0.0,0.0,1.0,1,12/3/2020,Norcross
Bay Creek MS,4.0,1.0,3.0,8,12/3/2020,Grayson
Beaver Ridge ES,1.0,0.0,1.0,2,12/3/2020,Norcross
Benefield ES,2.0,1.0,0.0,3,12/3/2020,Discovery
Berkeley Lake ES,4.0,3.0,0.0,7,12/3/2020,Duluth
Berkmar HS,9.0,3.0,3.0,15,12/3/2020,Berkmar
Berkmar MS,2.0,1.0,0.0,3,12/3/2020,Berkmar
Bethesda ES,7.0,2.0,1.0,10,12/3/2020,Berkmar
Britt ES,2.0,2.0,0.0,4,12/3/2020,South Gwinnett
Brookwood ES,7.0,0.0,0.0,7,12/3/2020,Brookwood
Brookwood HS,26.0,4.0,0.0,30,12/3/2020,Brookwood
Buice Center,12.0,0.0,0.0,12,12/3/2020,Other
Burnette ES,3.0,0.0,0.0,3,12/3/2020,North Gwinnett
Camp Creek ES,26.0,1.0,1.0,28,12/3/2020,Parkview
Cedar Hill ES,3.0,2.0,2.0,7,12/3/2020,Discovery
Centerville ES,7.0,0.0,0.0,7,12/3/2020,Shiloh
Central Gwinnett HS,12.0,0.0,1.0,13,12/3/2020,Central Gwinnett
Chattahoochee ES,15.0,1.0,0.0,16,12/3/2020,Duluth
Chesney ES,6.0,0.0,2.0,8,12/3/2020,Duluth
Coleman MS,0.0,0.0,0.0,0,12/3/2020,Duluth
Collins Hill HS,8.0,4.0,1.0,13,12/3/2020,Collins Hill
Cooper ES,27.0,0.0,1.0,28,12/3/2020,Archer
Corley ES,0.0,1.0,0.0,1,12/3/2020,Berkmar
Couch MS,6.0,3.0,0.0,9,12/3/2020,Grayson
Craig ES,7.0,1.0,2.0,10,12/3/2020,Brookwood
Creekland MS,17.0,2.0,0.0,19,12/3/2020,Collins Hill
Crews MS,11.0,0.0,0.0,11,12/3/2020,Brookwood
Dacula ES,5.0,0.0,2.0,7,12/3/2020,Dacula
Dacula HS,14.0,0.0,9.0,23,12/3/2020,Dacula
Dacula MS,19.0,3.0,0.0,22,12/3/2020,Dacula
Discovery HS,4.0,3.0,0.0,7,12/3/2020,Discovery
Duluth HS,72.0,7.0,6.0,85,12/3/2020,Duluth
Duluth MS,17.0,1.0,8.0,26,12/3/2020,Duluth
Duncan Creek ES,21.0,1.0,0.0,22,12/3/2020,Mill Creek
Dyer ES,24.0,2.0,3.0,29,12/3/2020,Mountain View
Ferguson ES,17.0,2.0,2.0,21,12/3/2020,Meadowcreek
Five Forks MS,5.0,0.0,3.0,8,12/3/2020,Brookwood
Fort Daniel ES,4.0,0.0,0.0,4,12/3/2020,Mill Creek
Freeman's Mill ES,10.0,0.0,1.0,11,12/3/2020,Mountain View
GIVE East,0.0,0.0,0.0,0,12/3/2020,Other
GIVE West,3.0,0.0,0.0,3,12/3/2020,Other
Grace Snell MS,0.0,0.0,0.0,0,12/3/2020,South Gwinnett
Graves ES,11.0,2.0,0.0,13,12/3/2020,Meadowcreek
Grayson ES,6.0,0.0,0.0,6,12/3/2020,Grayson
Grayson HS,11.0,2.0,0.0,13,12/3/2020,Grayson
Gwin Oaks ES,3.0,0.0,0.0,3,12/3/2020,Brookwood
Gwinnett Online Campus,1.0,0.0,0.0,1,12/3/2020,Other
"Gwinnett School of Mathematics, Science, and Technology",3.0,0.0,0.0,3,12/3/2020,Discovery
Harbins ES,44.0,0.0,4.0,48,12/3/2020,Archer
Harmony ES,3.0,0.0,1.0,4,12/3/2020,Mill Creek
Harris ES,8.0,0.0,0.0,8,12/3/2020,Duluth
Head ES,10.0,1.0,0.0,11,12/3/2020,Brookwood
Hopkins ES,7.0,0.0,2.0,9,12/3/2020,Berkmar
Hull MS,3.0,3.0,0.0,6,12/3/2020,Peachtree Ridge
International Transition Center,0.0,1.0,0.0,1,12/3/2020,Other
Ivy Creek ES,12.0,2.0,2.0,16,12/3/2020,Mill Creek
Jackson ES,9.0,1.0,0.0,10,12/3/2020,Peachtree Ridge
Jenkins ES,22.0,2.0,0.0,24,12/3/2020,Central Gwinnett
